customer_id,industry,company_size,lead_source,inquiry_type
A01155,化粧品,中規模,営業開拓,資料請求
A01156,食品,大規模,Web問い合わせ,資料請求
A01157,化粧品,中規模,紹介,資料請求
A01158,食品,大規模,営業開拓,サンプル依頼
A01159,その他,小規模,紹介,情報収集
A01160,化粧品,大規模,営業開拓,サンプル依頼
A01161,日用品,中規模,Web問い合わせ,情報収集
A01162,日用品,中規模,Web問い合わせ,サンプル依頼
A01163,日用品,小規模,紹介,情報収集
A01164,化粧品,大規模,展示会,資料請求
A01165,研究開発,小規模,Web問い合わせ,情報収集
A01166,食品,中規模,展示会,資料請求
A01167,食品,小規模,営業開拓,見積依頼
A01168,化粧品,小規模,紹介,資料請求
A01169,化粧品,中規模,Web問い合わせ,情報収集
A01170,化粧品,中規模,展示会,サンプル依頼
A01171,食品,大規模,紹介,サンプル依頼
A01172,食品,中規模,紹介,資料請求
A01173,化粧品,小規模,Web問い合わせ,見積依頼
A01174,日用品,中規模,紹介,情報収集
A01175,化粧品,小規模,Web問い合わせ,資料請求
A01176,日用品,小規模,Web問い合わせ,見積依頼
A01177,化粧品,小規模,Web問い合わせ,サンプル依頼
A01178,化粧品,小規模,Web問い合わせ,資料請求
A01179,化粧品,中規模,Web問い合わせ,資料請求
A01180,日用品,小規模,Web問い合わせ,資料請求
A01181,日用品,小規模,Web問い合わせ,情報収集
A01182,食品,中規模,Web問い合わせ,資料請求
A01183,化粧品,小規模,紹介,情報収集
A01184,研究開発,小規模,営業開拓,資料請求
A01185,日用品,小規模,営業開拓,情報収集
A01186,研究開発,大規模,Web問い合わせ,資料請求
A01187,日用品,大規模,Web問い合わせ,情報収集
A01188,研究開発,中規模,紹介,サンプル依頼
A01189,化粧品,中規模,Web問い合わせ,見積依頼
A01190,化粧品,大規模,展示会,資料請求
A01191,その他,大規模,紹介,サンプル依頼
A01192,食品,中規模,展示会,見積依頼
A01193,食品,大規模,営業開拓,サンプル依頼
A01194,日用品,小規模,紹介,資料請求
A01195,日用品,小規模,紹介,見積依頼
A01196,化粧品,大規模,Web問い合わせ,サンプル依頼
A01197,食品,中規模,営業開拓,サンプル依頼
A01198,食品,小規模,Web問い合わせ,情報収集
A01199,研究開発,小規模,Web問い合わせ,情報収集
A01200,化粧品,中規模,営業開拓,資料請求
A01201,その他,小規模,営業開拓,情報収集
A01202,化粧品,大規模,Web問い合わせ,情報収集
A01203,化粧品,中規模,Web問い合わせ,見積依頼
A01204,日用品,小規模,Web問い合わせ,サンプル依頼
A01205,化粧品,小規模,営業開拓,資料請求
A01206,日用品,中規模,営業開拓,情報収集
A01207,日用品,小規模,Web問い合わせ,資料請求
A01208,化粧品,小規模,Web問い合わせ,サンプル依頼
A01209,食品,小規模,Web問い合わせ,見積依頼
A01210,食品,大規模,Web問い合わせ,情報収集
A01211,研究開発,大規模,展示会,資料請求
A01212,日用品,小規模,展示会,情報収集
A01213,その他,大規模,展示会,見積依頼
A01214,研究開発,小規模,Web問い合わせ,情報収集
A01215,食品,中規模,Web問い合わせ,見積依頼
A01216,化粧品,中規模,紹介,サンプル依頼
A01217,化粧品,中規模,Web問い合わせ,情報収集
A01218,研究開発,中規模,Web問い合わせ,サンプル依頼
A01219,食品,小規模,Web問い合わせ,サンプル依頼
A01220,食品,小規模,営業開拓,情報収集
A01221,日用品,小規模,Web問い合わせ,見積依頼
A01222,日用品,中規模,展示会,資料請求
A01223,その他,大規模,Web問い合わせ,資料請求
A01224,研究開発,中規模,Web問い合わせ,見積依頼
A01225,日用品,小規模,Web問い合わせ,サンプル依頼
A01226,食品,小規模,Web問い合わせ,資料請求
A01227,食品,小規模,展示会,資料請求
A01228,食品,大規模,Web問い合わせ,見積依頼
A01229,化粧品,小規模,Web問い合わせ,情報収集
A01230,食品,中規模,展示会,見積依頼
A01231,化粧品,小規模,Web問い合わせ,情報収集
A01232,研究開発,中規模,展示会,見積依頼
A01233,日用品,中規模,営業開拓,情報収集
A01234,その他,小規模,展示会,情報収集
A01235,日用品,小規模,営業開拓,資料請求
A01236,化粧品,小規模,展示会,情報収集
A01237,食品,小規模,Web問い合わせ,資料請求
A01238,その他,中規模,Web問い合わせ,情報収集
A01239,化粧品,小規模,紹介,資料請求
A01240,化粧品,小規模,展示会,資料請求
A01241,化粧品,中規模,展示会,情報収集
A01242,化粧品,中規模,営業開拓,見積依頼
A01243,化粧品,中規模,営業開拓,情報収集
A01244,化粧品,中規模,紹介,情報収集
A01245,研究開発,小規模,紹介,資料請求
A01246,その他,中規模,Web問い合わせ,サンプル依頼
A01247,その他,小規模,営業開拓,サンプル依頼
A01248,化粧品,中規模,営業開拓,資料請求
A01249,研究開発,小規模,Web問い合わせ,見積依頼
A01250,食品,中規模,営業開拓,サンプル依頼
A01251,食品,中規模,展示会,資料請求
A01252,その他,中規模,Web問い合わせ,サンプル依頼
A01253,日用品,大規模,Web問い合わせ,サンプル依頼
A01254,研究開発,中規模,紹介,資料請求
A01255,化粧品,大規模,営業開拓,資料請求
A01256,食品,中規模,営業開拓,情報収集
A01257,食品,中規模,紹介,資料請求
A01258,日用品,小規模,紹介,情報収集
A01259,食品,中規模,紹介,資料請求
A01260,研究開発,小規模,営業開拓,情報収集
A01261,研究開発,中規模,Web問い合わせ,サンプル依頼
A01262,日用品,大規模,展示会,情報収集
A01263,化粧品,中規模,Web問い合わせ,情報収集
A01264,食品,小規模,Web問い合わせ,資料請求
A01265,食品,小規模,Web問い合わせ,資料請求
A01266,日用品,大規模,展示会,資料請求
A01267,研究開発,大規模,Web問い合わせ,サンプル依頼
A01268,化粧品,小規模,紹介,資料請求
A01269,研究開発,小規模,展示会,サンプル依頼
A01270,日用品,中規模,営業開拓,情報収集
A01271,化粧品,小規模,展示会,情報収集
A01272,化粧品,中規模,営業開拓,資料請求
A01273,化粧品,小規模,Web問い合わせ,資料請求
A01274,食品,小規模,営業開拓,情報収集
A01275,食品,大規模,展示会,資料請求
A01276,食品,小規模,Web問い合わせ,情報収集
A01277,研究開発,小規模,営業開拓,情報収集
A01278,食品,中規模,営業開拓,資料請求
A01279,その他,中規模,営業開拓,サンプル依頼
A01280,その他,小規模,Web問い合わせ,サンプル依頼
A01281,食品,中規模,Web問い合わせ,サンプル依頼
A01282,食品,中規模,Web問い合わせ,資料請求
A01283,食品,中規模,Web問い合わせ,サンプル依頼
A01284,日用品,小規模,営業開拓,情報収集
A01285,化粧品,中規模,展示会,資料請求
A01286,化粧品,中規模,Web問い合わせ,資料請求
A01287,その他,中規模,営業開拓,情報収集
A01288,その他,小規模,営業開拓,情報収集
A01289,化粧品,中規模,Web問い合わせ,情報収集
A01290,化粧品,小規模,Web問い合わせ,資料請求
A01291,その他,中規模,Web問い合わせ,見積依頼
A01292,食品,小規模,展示会,見積依頼
A01293,化粧品,中規模,Web問い合わせ,見積依頼
A01294,その他,小規模,展示会,情報収集
A01295,研究開発,小規模,Web問い合わせ,資料請求
A01296,日用品,大規模,Web問い合わせ,情報収集
A01297,化粧品,小規模,展示会,資料請求
A01298,日用品,小規模,営業開拓,情報収集
A01299,化粧品,小規模,Web問い合わせ,資料請求
A01300,研究開発,中規模,Web問い合わせ,情報収集
A01301,その他,小規模,営業開拓,サンプル依頼
A01302,食品,小規模,Web問い合わせ,見積依頼
A01303,その他,大規模,Web問い合わせ,資料請求
A01304,研究開発,中規模,紹介,情報収集
A01305,日用品,中規模,紹介,情報収集
A01306,食品,大規模,紹介,資料請求
A01307,化粧品,小規模,Web問い合わせ,サンプル依頼
A01308,化粧品,中規模,営業開拓,情報収集
A01309,食品,小規模,Web問い合わせ,情報収集
A01310,化粧品,小規模,展示会,サンプル依頼
A01311,研究開発,小規模,紹介,見積依頼
A01312,化粧品,小規模,営業開拓,資料請求
A01313,研究開発,小規模,営業開拓,資料請求
A01314,研究開発,小規模,Web問い合わせ,情報収集
A01315,その他,中規模,Web問い合わせ,情報収集
A01316,化粧品,中規模,展示会,情報収集
A01317,化粧品,中規模,展示会,見積依頼
A01318,日用品,中規模,Web問い合わせ,見積依頼
A01319,化粧品,大規模,Web問い合わせ,情報収集
A01320,食品,小規模,展示会,情報収集
A01321,食品,中規模,紹介,情報収集
A01322,食品,小規模,紹介,見積依頼
A01323,化粧品,小規模,展示会,サンプル依頼
A01324,研究開発,小規模,展示会,資料請求
A01325,その他,中規模,営業開拓,情報収集
A01326,研究開発,小規模,Web問い合わせ,資料請求
A01327,その他,小規模,Web問い合わせ,見積依頼
A01328,研究開発,小規模,営業開拓,資料請求
A01329,食品,中規模,Web問い合わせ,情報収集
A01330,日用品,大規模,展示会,資料請求
A01331,日用品,小規模,営業開拓,見積依頼
A01332,化粧品,小規模,展示会,情報収集
A01333,日用品,小規模,営業開拓,見積依頼
A01334,その他,小規模,紹介,資料請求
A01335,その他,中規模,展示会,見積依頼
A01336,化粧品,中規模,Web問い合わせ,情報収集
A01337,日用品,中規模,展示会,見積依頼
A01338,化粧品,小規模,営業開拓,見積依頼
A01339,食品,小規模,展示会,サンプル依頼
A01340,化粧品,小規模,営業開拓,サンプル依頼
A01341,研究開発,中規模,営業開拓,サンプル依頼
A01342,日用品,大規模,展示会,資料請求
A01343,日用品,小規模,展示会,見積依頼
A01344,その他,小規模,営業開拓,見積依頼
A01345,研究開発,小規模,営業開拓,サンプル依頼
A01346,化粧品,小規模,Web問い合わせ,見積依頼
A01347,その他,小規模,Web問い合わせ,資料請求
A01348,研究開発,中規模,紹介,情報収集
A01349,研究開発,中規模,Web問い合わせ,資料請求
A01350,化粧品,小規模,展示会,サンプル依頼
A01351,その他,中規模,Web問い合わせ,見積依頼
A01352,研究開発,中規模,展示会,情報収集
A01353,化粧品,中規模,展示会,情報収集
A01354,日用品,小規模,展示会,資料請求
A01355,食品,小規模,展示会,情報収集
A01356,日用品,小規模,営業開拓,資料請求
A01357,研究開発,小規模,展示会,資料請求
A01358,食品,小規模,Web問い合わせ,情報収集
A01359,研究開発,中規模,Web問い合わせ,見積依頼
A01360,化粧品,小規模,展示会,情報収集
A01361,食品,小規模,Web問い合わせ,資料請求
A01362,食品,小規模,営業開拓,情報収集
A01363,研究開発,大規模,Web問い合わせ,情報収集
A01364,日用品,小規模,Web問い合わせ,情報収集
A01365,食品,中規模,展示会,情報収集
A01366,食品,小規模,営業開拓,情報収集
A01367,化粧品,大規模,紹介,情報収集
A01368,化粧品,小規模,Web問い合わせ,情報収集
A01369,化粧品,中規模,紹介,情報収集
A01370,食品,大規模,紹介,情報収集
A01371,食品,中規模,Web問い合わせ,情報収集
A01372,化粧品,小規模,Web問い合わせ,見積依頼
A01373,日用品,中規模,Web問い合わせ,資料請求
A01374,化粧品,中規模,展示会,見積依頼
A01375,食品,小規模,Web問い合わせ,見積依頼
A01376,その他,小規模,展示会,情報収集
A01377,研究開発,中規模,紹介,情報収集
A01378,研究開発,小規模,展示会,情報収集
A01379,食品,小規模,展示会,資料請求
A01380,食品,小規模,Web問い合わせ,サンプル依頼
A01381,化粧品,小規模,営業開拓,資料請求
A01382,化粧品,小規模,Web問い合わせ,資料請求
A01383,食品,大規模,Web問い合わせ,サンプル依頼
A01384,日用品,中規模,営業開拓,資料請求
A01385,食品,小規模,展示会,サンプル依頼
A01386,その他,中規模,展示会,見積依頼
A01387,研究開発,小規模,Web問い合わせ,資料請求
A01388,日用品,中規模,展示会,情報収集
A01389,食品,大規模,展示会,情報収集
A01390,化粧品,大規模,Web問い合わせ,情報収集
A01391,研究開発,大規模,営業開拓,情報収集
A01392,研究開発,大規模,Web問い合わせ,見積依頼
A01393,化粧品,大規模,Web問い合わせ,資料請求
A01394,日用品,小規模,紹介,サンプル依頼
A01395,化粧品,小規模,営業開拓,サンプル依頼
A01396,化粧品,小規模,展示会,情報収集
A01397,化粧品,小規模,Web問い合わせ,資料請求
A01398,化粧品,大規模,営業開拓,サンプル依頼
A01399,食品,小規模,紹介,サンプル依頼
A01400,その他,小規模,展示会,資料請求
A01401,化粧品,中規模,Web問い合わせ,サンプル依頼
A01402,食品,小規模,紹介,資料請求
A01403,研究開発,小規模,営業開拓,情報収集
A01404,その他,小規模,Web問い合わせ,資料請求
A01405,化粧品,大規模,紹介,資料請求
A01406,食品,小規模,Web問い合わせ,見積依頼
A01407,その他,中規模,紹介,サンプル依頼
A01408,その他,中規模,Web問い合わせ,見積依頼
A01409,化粧品,中規模,紹介,見積依頼
A01410,その他,中規模,展示会,見積依頼
A01411,研究開発,大規模,展示会,資料請求
A01412,化粧品,小規模,営業開拓,情報収集
A01413,研究開発,小規模,Web問い合わせ,情報収集
A01414,研究開発,中規模,Web問い合わせ,サンプル依頼
A01415,研究開発,小規模,展示会,見積依頼
A01416,研究開発,小規模,Web問い合わせ,サンプル依頼
A01417,食品,中規模,営業開拓,資料請求
A01418,食品,中規模,紹介,サンプル依頼
A01419,研究開発,小規模,営業開拓,資料請求
A01420,日用品,小規模,営業開拓,資料請求
A01421,化粧品,小規模,Web問い合わせ,見積依頼
A01422,日用品,大規模,営業開拓,資料請求
A01423,食品,中規模,Web問い合わせ,サンプル依頼
A01424,化粧品,中規模,展示会,サンプル依頼
A01425,その他,小規模,展示会,情報収集
A01426,研究開発,小規模,営業開拓,情報収集
A01427,食品,小規模,Web問い合わせ,資料請求
A01428,日用品,小規模,展示会,見積依頼
A01429,日用品,中規模,紹介,情報収集
A01430,その他,中規模,紹介,サンプル依頼
A01431,その他,小規模,Web問い合わせ,サンプル依頼
A01432,化粧品,中規模,展示会,情報収集
A01433,日用品,小規模,Web問い合わせ,サンプル依頼
A01434,その他,中規模,展示会,資料請求
A01435,化粧品,小規模,営業開拓,サンプル依頼
A01436,食品,小規模,Web問い合わせ,情報収集
A01437,食品,大規模,展示会,見積依頼
A01438,化粧品,小規模,紹介,サンプル依頼
A01439,化粧品,大規模,紹介,情報収集
A01440,化粧品,中規模,紹介,サンプル依頼
A01441,日用品,大規模,営業開拓,情報収集
A01442,食品,中規模,展示会,見積依頼
A01443,化粧品,小規模,Web問い合わせ,サンプル依頼
A01444,化粧品,大規模,Web問い合わせ,情報収集
A01445,その他,大規模,Web問い合わせ,サンプル依頼
A01446,化粧品,小規模,Web問い合わせ,見積依頼
A01447,食品,中規模,Web問い合わせ,見積依頼
A01448,化粧品,小規模,紹介,資料請求
A01449,食品,中規模,紹介,サンプル依頼
A01450,その他,大規模,Web問い合わせ,情報収集
A01451,食品,小規模,営業開拓,情報収集
A01452,日用品,中規模,営業開拓,見積依頼
A01453,化粧品,小規模,紹介,サンプル依頼
A01454,その他,小規模,紹介,資料請求
A01455,化粧品,小規模,Web問い合わせ,サンプル依頼
A01456,食品,小規模,展示会,資料請求
A01457,食品,中規模,営業開拓,資料請求
A01458,食品,中規模,営業開拓,見積依頼
A01459,食品,小規模,紹介,情報収集
A01460,化粧品,小規模,展示会,情報収集
A01461,その他,小規模,Web問い合わせ,サンプル依頼
A01462,食品,小規模,営業開拓,情報収集
A01463,食品,中規模,Web問い合わせ,情報収集
A01464,化粧品,小規模,Web問い合わせ,サンプル依頼
A01465,研究開発,中規模,Web問い合わせ,資料請求
A01466,食品,小規模,展示会,サンプル依頼
A01467,日用品,中規模,Web問い合わせ,情報収集
A01468,食品,小規模,紹介,サンプル依頼
A01469,化粧品,小規模,営業開拓,資料請求
A01470,その他,小規模,Web問い合わせ,情報収集
A01471,研究開発,大規模,営業開拓,情報収集
A01472,その他,小規模,Web問い合わせ,資料請求
A01473,研究開発,大規模,Web問い合わせ,資料請求
A01474,日用品,小規模,営業開拓,見積依頼
A01475,日用品,小規模,紹介,サンプル依頼
A01476,研究開発,小規模,営業開拓,サンプル依頼
A01477,日用品,中規模,展示会,資料請求
A01478,研究開発,小規模,Web問い合わせ,資料請求
A01479,日用品,中規模,営業開拓,情報収集
A01480,化粧品,大規模,営業開拓,サンプル依頼
A01481,食品,中規模,営業開拓,見積依頼
A01482,食品,中規模,Web問い合わせ,情報収集
A01483,その他,大規模,展示会,資料請求
A01484,化粧品,大規模,営業開拓,情報収集
A01485,研究開発,中規模,展示会,サンプル依頼
A01486,研究開発,小規模,Web問い合わせ,資料請求
A01487,日用品,中規模,営業開拓,サンプル依頼
A01488,日用品,小規模,営業開拓,見積依頼
A01489,日用品,中規模,Web問い合わせ,資料請求
A01490,日用品,大規模,営業開拓,サンプル依頼
A01491,食品,中規模,紹介,情報収集
A01492,食品,中規模,営業開拓,資料請求
A01493,日用品,小規模,営業開拓,サンプル依頼
A01494,化粧品,中規模,Web問い合わせ,資料請求
A01495,日用品,小規模,Web問い合わせ,見積依頼
A01496,研究開発,中規模,Web問い合わせ,情報収集
A01497,食品,小規模,営業開拓,情報収集
A01498,化粧品,中規模,展示会,情報収集
A01499,研究開発,小規模,営業開拓,情報収集
A01500,日用品,小規模,Web問い合わせ,サンプル依頼
A01501,化粧品,大規模,Web問い合わせ,サンプル依頼
A01502,その他,小規模,展示会,情報収集
A01503,化粧品,中規模,Web問い合わせ,情報収集
A01504,研究開発,大規模,Web問い合わせ,サンプル依頼
A01505,日用品,小規模,紹介,サンプル依頼
A01506,化粧品,中規模,紹介,サンプル依頼
A01507,食品,小規模,展示会,資料請求
A01508,その他,中規模,紹介,資料請求
A01509,その他,中規模,展示会,サンプル依頼
A01510,食品,中規模,展示会,サンプル依頼
A01511,その他,中規模,営業開拓,情報収集
A01512,食品,大規模,Web問い合わせ,サンプル依頼
A01513,日用品,小規模,営業開拓,情報収集
A01514,化粧品,中規模,Web問い合わせ,見積依頼
A01515,化粧品,小規模,営業開拓,見積依頼
A01516,研究開発,小規模,営業開拓,情報収集
A01517,研究開発,小規模,展示会,情報収集
A01518,化粧品,小規模,Web問い合わせ,情報収集
A01519,日用品,小規模,展示会,資料請求
A01520,日用品,小規模,Web問い合わせ,サンプル依頼
A01521,研究開発,小規模,Web問い合わせ,資料請求
A01522,日用品,小規模,展示会,資料請求
A01523,その他,中規模,展示会,情報収集
A01524,食品,小規模,Web問い合わせ,見積依頼
A01525,食品,中規模,展示会,資料請求
A01526,化粧品,小規模,Web問い合わせ,情報収集
A01527,化粧品,小規模,営業開拓,見積依頼
A01528,化粧品,中規模,展示会,資料請求
A01529,食品,小規模,営業開拓,情報収集
A01530,研究開発,小規模,Web問い合わせ,情報収集
A01531,食品,大規模,営業開拓,情報収集
A01532,研究開発,小規模,Web問い合わせ,サンプル依頼
A01533,研究開発,小規模,Web問い合わせ,資料請求
A01534,研究開発,中規模,営業開拓,情報収集
A01535,研究開発,小規模,営業開拓,情報収集
A01536,食品,大規模,紹介,見積依頼
A01537,化粧品,中規模,紹介,サンプル依頼
A01538,化粧品,小規模,紹介,サンプル依頼
A01539,化粧品,小規模,Web問い合わせ,情報収集
A01540,研究開発,小規模,Web問い合わせ,サンプル依頼
A01541,食品,小規模,営業開拓,サンプル依頼
A01542,研究開発,小規模,営業開拓,見積依頼
A01543,化粧品,中規模,紹介,見積依頼
A01544,食品,中規模,展示会,資料請求
A01545,化粧品,小規模,紹介,資料請求
A01546,日用品,大規模,Web問い合わせ,見積依頼
A01547,食品,中規模,展示会,サンプル依頼
A01548,日用品,中規模,Web問い合わせ,資料請求
A01549,その他,小規模,紹介,サンプル依頼
A01550,日用品,中規模,展示会,資料請求
A01551,その他,小規模,展示会,情報収集
A01552,日用品,小規模,展示会,資料請求
A01553,化粧品,中規模,Web問い合わせ,情報収集
A01554,研究開発,小規模,営業開拓,情報収集
A01555,その他,中規模,展示会,情報収集
A01556,化粧品,小規模,Web問い合わせ,見積依頼
A01557,食品,中規模,Web問い合わせ,資料請求
A01558,その他,中規模,紹介,情報収集
A01559,その他,中規模,紹介,情報収集
A01560,日用品,小規模,Web問い合わせ,サンプル依頼
A01561,化粧品,小規模,Web問い合わせ,サンプル依頼
A01562,その他,小規模,展示会,情報収集
A01563,食品,小規模,営業開拓,資料請求
A01564,化粧品,小規模,展示会,サンプル依頼
A01565,研究開発,大規模,営業開拓,サンプル依頼
A01566,食品,中規模,Web問い合わせ,情報収集
A01567,化粧品,中規模,展示会,情報収集
A01568,食品,大規模,営業開拓,資料請求
A01569,化粧品,中規模,紹介,情報収集
A01570,化粧品,中規模,展示会,資料請求
A01571,日用品,大規模,営業開拓,情報収集
A01572,研究開発,大規模,展示会,資料請求
A01573,食品,小規模,展示会,見積依頼
A01574,食品,中規模,展示会,サンプル依頼
A01575,その他,小規模,営業開拓,資料請求
A01576,食品,大規模,Web問い合わせ,サンプル依頼
A01577,日用品,小規模,営業開拓,見積依頼
A01578,化粧品,小規模,紹介,サンプル依頼
A01579,その他,小規模,展示会,サンプル依頼
A01580,化粧品,大規模,紹介,見積依頼
A01581,その他,小規模,Web問い合わせ,サンプル依頼
A01582,研究開発,中規模,展示会,サンプル依頼
A01583,その他,小規模,展示会,情報収集
A01584,日用品,小規模,Web問い合わせ,情報収集
A01585,その他,小規模,Web問い合わせ,情報収集
A01586,その他,小規模,紹介,資料請求
A01587,その他,大規模,展示会,サンプル依頼
A01588,化粧品,小規模,紹介,資料請求
A01589,化粧品,小規模,営業開拓,情報収集
A01590,化粧品,中規模,営業開拓,見積依頼
A01591,化粧品,中規模,Web問い合わせ,サンプル依頼
A01592,日用品,小規模,展示会,資料請求
A01593,日用品,小規模,展示会,見積依頼
A01594,その他,小規模,展示会,資料請求
A01595,研究開発,小規模,展示会,資料請求
A01596,化粧品,小規模,紹介,資料請求
A01597,その他,中規模,紹介,資料請求
A01598,日用品,中規模,展示会,サンプル依頼
A01599,その他,小規模,Web問い合わせ,情報収集
A01600,研究開発,中規模,紹介,見積依頼
A01601,食品,中規模,展示会,見積依頼
A01602,その他,大規模,展示会,情報収集
A01603,その他,大規模,営業開拓,資料請求
A01604,化粧品,中規模,Web問い合わせ,サンプル依頼
A01605,研究開発,小規模,営業開拓,見積依頼
A01606,その他,中規模,展示会,情報収集
A01607,食品,大規模,展示会,情報収集
A01608,食品,中規模,紹介,情報収集
A01609,化粧品,中規模,展示会,情報収集
A01610,研究開発,中規模,営業開拓,資料請求
A01611,化粧品,大規模,Web問い合わせ,情報収集
A01612,化粧品,中規模,紹介,情報収集
A01613,研究開発,中規模,紹介,サンプル依頼
A01614,日用品,中規模,営業開拓,資料請求
A01615,化粧品,大規模,Web問い合わせ,資料請求
A01616,化粧品,中規模,Web問い合わせ,見積依頼
A01617,食品,中規模,営業開拓,サンプル依頼
A01618,日用品,小規模,展示会,見積依頼
A01619,研究開発,小規模,展示会,見積依頼
A01620,化粧品,中規模,Web問い合わせ,見積依頼
A01621,食品,小規模,営業開拓,資料請求
A01622,その他,小規模,展示会,情報収集
A01623,日用品,大規模,Web問い合わせ,見積依頼
A01624,化粧品,中規模,Web問い合わせ,サンプル依頼
A01625,食品,小規模,Web問い合わせ,見積依頼
A01626,日用品,小規模,営業開拓,サンプル依頼
A01627,その他,中規模,展示会,資料請求
A01628,その他,中規模,展示会,情報収集
A01629,研究開発,中規模,紹介,資料請求
A01630,食品,小規模,営業開拓,資料請求
A01631,日用品,中規模,展示会,資料請求
A01632,日用品,小規模,紹介,情報収集
A01633,日用品,小規模,Web問い合わせ,情報収集
A01634,日用品,大規模,Web問い合わせ,情報収集
A01635,その他,小規模,展示会,情報収集
A01636,食品,小規模,紹介,資料請求
A01637,食品,小規模,展示会,情報収集
A01638,研究開発,大規模,展示会,サンプル依頼
A01639,化粧品,中規模,展示会,資料請求
A01640,その他,小規模,Web問い合わせ,サンプル依頼
A01641,食品,小規模,紹介,資料請求
A01642,日用品,大規模,Web問い合わせ,サンプル依頼
A01643,研究開発,小規模,展示会,資料請求
A01644,その他,中規模,Web問い合わせ,見積依頼
A01645,日用品,小規模,Web問い合わせ,見積依頼
A01646,食品,中規模,展示会,見積依頼
A01647,食品,小規模,展示会,情報収集
A01648,食品,小規模,展示会,見積依頼
A01649,化粧品,小規模,営業開拓,情報収集
A01650,研究開発,小規模,紹介,資料請求
A01651,食品,中規模,営業開拓,情報収集
A01652,日用品,小規模,紹介,サンプル依頼
A01653,食品,中規模,Web問い合わせ,情報収集
A01654,日用品,小規模,Web問い合わせ,サンプル依頼
A01655,日用品,中規模,営業開拓,情報収集
A01656,日用品,中規模,展示会,情報収集
A01657,その他,中規模,Web問い合わせ,サンプル依頼
A01658,食品,小規模,Web問い合わせ,サンプル依頼
A01659,化粧品,中規模,営業開拓,情報収集
A01660,化粧品,中規模,Web問い合わせ,情報収集
A01661,食品,小規模,展示会,見積依頼
A01662,化粧品,大規模,Web問い合わせ,情報収集
A01663,研究開発,小規模,Web問い合わせ,資料請求
A01664,日用品,中規模,紹介,サンプル依頼
A01665,日用品,小規模,営業開拓,サンプル依頼
A01666,その他,大規模,Web問い合わせ,見積依頼
A01667,その他,小規模,営業開拓,サンプル依頼
A01668,その他,大規模,展示会,資料請求
A01669,化粧品,小規模,営業開拓,見積依頼
A01670,その他,小規模,展示会,サンプル依頼
A01671,食品,中規模,Web問い合わせ,情報収集
A01672,食品,中規模,営業開拓,サンプル依頼
A01673,研究開発,大規模,展示会,情報収集
A01674,日用品,小規模,営業開拓,サンプル依頼
A01675,その他,中規模,Web問い合わせ,情報収集
A01676,その他,大規模,Web問い合わせ,情報収集
A01677,その他,大規模,Web問い合わせ,サンプル依頼
A01678,食品,大規模,紹介,情報収集
A01679,食品,中規模,Web問い合わせ,資料請求
A01680,研究開発,小規模,紹介,サンプル依頼
A01681,日用品,小規模,営業開拓,見積依頼
A01682,化粧品,大規模,Web問い合わせ,資料請求
A01683,日用品,小規模,展示会,資料請求
A01684,化粧品,小規模,Web問い合わせ,情報収集
A01685,化粧品,大規模,展示会,資料請求
A01686,研究開発,小規模,営業開拓,資料請求
A01687,研究開発,小規模,営業開拓,資料請求
A01688,化粧品,大規模,Web問い合わせ,見積依頼
A01689,食品,大規模,営業開拓,情報収集
A01690,化粧品,大規模,展示会,見積依頼
A01691,その他,中規模,紹介,資料請求
A01692,その他,中規模,営業開拓,情報収集
A01693,化粧品,大規模,営業開拓,見積依頼
A01694,化粧品,小規模,Web問い合わせ,資料請求
A01695,研究開発,中規模,紹介,資料請求
A01696,日用品,大規模,紹介,資料請求
A01697,化粧品,中規模,紹介,情報収集
A01698,その他,中規模,展示会,見積依頼
A01699,食品,小規模,展示会,見積依頼
A01700,化粧品,小規模,展示会,サンプル依頼
A01701,研究開発,小規模,Web問い合わせ,資料請求
A01702,日用品,大規模,営業開拓,情報収集
A01703,その他,小規模,紹介,資料請求
A01704,化粧品,大規模,Web問い合わせ,情報収集
A01705,その他,中規模,Web問い合わせ,情報収集
A01706,化粧品,小規模,営業開拓,情報収集
A01707,化粧品,小規模,展示会,資料請求
A01708,食品,小規模,営業開拓,資料請求
A01709,日用品,中規模,紹介,情報収集
A01710,日用品,小規模,Web問い合わせ,サンプル依頼
A01711,日用品,大規模,営業開拓,見積依頼
A01712,化粧品,中規模,営業開拓,見積依頼
A01713,化粧品,小規模,営業開拓,資料請求
A01714,化粧品,中規模,紹介,情報収集
A01715,食品,小規模,営業開拓,サンプル依頼
A01716,日用品,小規模,展示会,資料請求
A01717,日用品,小規模,営業開拓,情報収集
A01718,化粧品,小規模,Web問い合わせ,資料請求
A01719,その他,中規模,Web問い合わせ,資料請求
A01720,食品,中規模,Web問い合わせ,情報収集
A01721,日用品,中規模,Web問い合わせ,見積依頼
A01722,日用品,小規模,展示会,サンプル依頼
A01723,化粧品,中規模,Web問い合わせ,情報収集
A01724,食品,中規模,紹介,資料請求
A01725,研究開発,小規模,Web問い合わせ,資料請求
A01726,食品,中規模,Web問い合わせ,情報収集
A01727,食品,小規模,展示会,見積依頼
A01728,食品,中規模,Web問い合わせ,資料請求
A01729,化粧品,大規模,展示会,見積依頼
A01730,食品,小規模,展示会,資料請求
A01731,研究開発,小規模,展示会,サンプル依頼
A01732,日用品,小規模,営業開拓,情報収集
