customer_id,industry,company_size,lead_source,inquiry_type,contact_count,days_since_contact,stage,contracted
A01533,研究開発,小規模,Web問い合わせ,資料請求,2,38,接触済,0
A01534,研究開発,中規模,営業開拓,情報収集,3,109,接触済,0
A01535,研究開発,小規模,営業開拓,情報収集,5,103,接触済,0
A01536,食品,大規模,紹介,見積依頼,0,69,未接触,0
A01537,化粧品,中規模,紹介,サンプル依頼,2,66,接触済,0
A01538,化粧品,小規模,紹介,サンプル依頼,0,92,契約,1
A01539,化粧品,小規模,Web問い合わせ,情報収集,2,17,接触済,0
A01540,研究開発,小規模,Web問い合わせ,サンプル依頼,3,49,接触済,0
A01541,食品,小規模,営業開拓,サンプル依頼,2,89,接触済,0
A01542,研究開発,小規模,営業開拓,見積依頼,4,0,接触済,0
A01543,化粧品,中規模,紹介,見積依頼,2,72,契約,1
A01544,食品,中規模,展示会,資料請求,3,88,接触済,0
A01545,化粧品,小規模,紹介,資料請求,3,83,接触済,0
A01546,日用品,大規模,Web問い合わせ,見積依頼,3,28,接触済,0
A01547,食品,中規模,展示会,サンプル依頼,2,86,接触済,0
A01548,日用品,中規模,Web問い合わせ,資料請求,3,78,接触済,0
A01549,その他,小規模,紹介,サンプル依頼,3,100,契約,1
A01550,日用品,中規模,展示会,資料請求,2,79,接触済,0
A01551,その他,小規模,展示会,情報収集,2,69,接触済,0
A01552,日用品,小規模,展示会,資料請求,4,70,接触済,0
A01553,化粧品,中規模,Web問い合わせ,情報収集,2,56,接触済,0
A01554,研究開発,小規模,営業開拓,情報収集,1,110,接触済,0
A01555,その他,中規模,展示会,情報収集,6,48,接触済,0
A01556,化粧品,小規模,Web問い合わせ,見積依頼,2,55,接触済,0
A01557,食品,中規模,Web問い合わせ,資料請求,0,17,未接触,0
A01558,その他,中規模,紹介,情報収集,5,56,接触済,0
A01559,その他,中規模,紹介,情報収集,4,38,接触済,0
A01560,日用品,小規模,Web問い合わせ,サンプル依頼,1,88,接触済,0
A01561,化粧品,小規模,Web問い合わせ,サンプル依頼,1,24,接触済,0
A01562,その他,小規模,展示会,情報収集,5,20,接触済,0
A01563,食品,小規模,営業開拓,資料請求,2,49,接触済,0
A01564,化粧品,小規模,展示会,サンプル依頼,3,120,接触済,0
A01565,研究開発,大規模,営業開拓,サンプル依頼,2,18,接触済,0
A01566,食品,中規模,Web問い合わせ,情報収集,2,56,接触済,0
A01567,化粧品,中規模,展示会,情報収集,2,73,接触済,0
A01568,食品,大規模,営業開拓,資料請求,5,14,接触済,0
A01569,化粧品,中規模,紹介,情報収集,3,87,接触済,0
A01570,化粧品,中規模,展示会,資料請求,2,97,接触済,0
A01571,日用品,大規模,営業開拓,情報収集,0,62,未接触,0
A01572,研究開発,大規模,展示会,資料請求,2,29,接触済,0
A01573,食品,小規模,展示会,見積依頼,2,21,接触済,0
A01574,食品,中規模,展示会,サンプル依頼,5,73,接触済,0
A01575,その他,小規模,営業開拓,資料請求,2,62,接触済,0
A01576,食品,大規模,Web問い合わせ,サンプル依頼,5,106,契約,1
A01577,日用品,小規模,営業開拓,見積依頼,2,37,接触済,0
A01578,化粧品,小規模,紹介,サンプル依頼,1,108,契約,1
A01579,その他,小規模,展示会,サンプル依頼,4,13,接触済,0
A01580,化粧品,大規模,紹介,見積依頼,5,99,契約,1
A01581,その他,小規模,Web問い合わせ,サンプル依頼,3,103,接触済,0
A01582,研究開発,中規模,展示会,サンプル依頼,1,58,接触済,0
A01583,その他,小規模,展示会,情報収集,3,27,接触済,0
A01584,日用品,小規模,Web問い合わせ,情報収集,3,110,接触済,0
A01585,その他,小規模,Web問い合わせ,情報収集,0,28,未接触,0
A01586,その他,小規模,紹介,資料請求,2,101,接触済,0
A01587,その他,大規模,展示会,サンプル依頼,2,16,契約,1
A01588,化粧品,小規模,紹介,資料請求,3,32,接触済,0
A01589,化粧品,小規模,営業開拓,情報収集,2,108,接触済,0
A01590,化粧品,中規模,営業開拓,見積依頼,6,95,接触済,0
A01591,化粧品,中規模,Web問い合わせ,サンプル依頼,2,43,契約,1
A01592,日用品,小規模,展示会,資料請求,2,113,接触済,0
A01593,日用品,小規模,展示会,見積依頼,0,87,未接触,0
A01594,その他,小規模,展示会,資料請求,4,43,接触済,0
A01595,研究開発,小規模,展示会,資料請求,2,32,契約,1
A01596,化粧品,小規模,紹介,資料請求,2,89,接触済,0
A01597,その他,中規模,紹介,資料請求,4,61,接触済,0
A01598,日用品,中規模,展示会,サンプル依頼,1,64,接触済,0
A01599,その他,小規模,Web問い合わせ,情報収集,2,32,接触済,0
A01600,研究開発,中規模,紹介,見積依頼,0,64,未接触,0
A01601,食品,中規模,展示会,見積依頼,2,119,接触済,0
A01602,その他,大規模,展示会,情報収集,3,84,接触済,0
A01603,その他,大規模,営業開拓,資料請求,2,100,接触済,0
A01604,化粧品,中規模,Web問い合わせ,サンプル依頼,3,34,契約,1
A01605,研究開発,小規模,営業開拓,見積依頼,1,16,接触済,0
A01606,その他,中規模,展示会,情報収集,0,8,未接触,0
A01607,食品,大規模,展示会,情報収集,2,52,接触済,0
A01608,食品,中規模,紹介,情報収集,1,94,接触済,0
A01609,化粧品,中規模,展示会,情報収集,3,61,接触済,0
A01610,研究開発,中規模,営業開拓,資料請求,0,1,未接触,0
A01611,化粧品,大規模,Web問い合わせ,情報収集,3,13,接触済,0
A01612,化粧品,中規模,紹介,情報収集,1,44,接触済,0
A01613,研究開発,中規模,紹介,サンプル依頼,5,76,接触済,0
A01614,日用品,中規模,営業開拓,資料請求,9,20,接触済,0
A01615,化粧品,大規模,Web問い合わせ,資料請求,1,77,接触済,0
A01616,化粧品,中規模,Web問い合わせ,見積依頼,4,64,契約,1
A01617,食品,中規模,営業開拓,サンプル依頼,3,109,接触済,0
A01618,日用品,小規模,展示会,見積依頼,6,1,契約,1
A01619,研究開発,小規模,展示会,見積依頼,2,66,接触済,0
A01620,化粧品,中規模,Web問い合わせ,見積依頼,3,35,接触済,0
A01621,食品,小規模,営業開拓,資料請求,1,65,接触済,0
A01622,その他,小規模,展示会,情報収集,3,27,接触済,0
A01623,日用品,大規模,Web問い合わせ,見積依頼,2,111,契約,1
A01624,化粧品,中規模,Web問い合わせ,サンプル依頼,1,36,接触済,0
A01625,食品,小規模,Web問い合わせ,見積依頼,6,11,接触済,0
A01626,日用品,小規模,営業開拓,サンプル依頼,5,29,契約,1
A01627,その他,中規模,展示会,資料請求,1,111,接触済,0
A01628,その他,中規模,展示会,情報収集,4,94,接触済,0
A01629,研究開発,中規模,紹介,資料請求,3,79,接触済,0
A01630,食品,小規模,営業開拓,資料請求,3,42,接触済,0
A01631,日用品,中規模,展示会,資料請求,1,0,接触済,0
A01632,日用品,小規模,紹介,情報収集,2,25,接触済,0
A01633,日用品,小規模,Web問い合わせ,情報収集,2,14,契約,1
A01634,日用品,大規模,Web問い合わせ,情報収集,3,88,接触済,0
A01635,その他,小規模,展示会,情報収集,4,56,接触済,0
A01636,食品,小規模,紹介,資料請求,2,101,接触済,0
A01637,食品,小規模,展示会,情報収集,1,22,接触済,0
A01638,研究開発,大規模,展示会,サンプル依頼,1,103,接触済,0
A01639,化粧品,中規模,展示会,資料請求,4,82,接触済,0
A01640,その他,小規模,Web問い合わせ,サンプル依頼,1,7,契約,1
A01641,食品,小規模,紹介,資料請求,3,87,接触済,0
A01642,日用品,大規模,Web問い合わせ,サンプル依頼,3,9,接触済,0
A01643,研究開発,小規模,展示会,資料請求,5,62,接触済,0
A01644,その他,中規模,Web問い合わせ,見積依頼,1,65,接触済,0
A01645,日用品,小規模,Web問い合わせ,見積依頼,0,86,未接触,0
A01646,食品,中規模,展示会,見積依頼,2,115,接触済,0
A01647,食品,小規模,展示会,情報収集,2,102,接触済,0
A01648,食品,小規模,展示会,見積依頼,1,44,接触済,0
A01649,化粧品,小規模,営業開拓,情報収集,4,27,接触済,0
A01650,研究開発,小規模,紹介,資料請求,2,118,接触済,0
A01651,食品,中規模,営業開拓,情報収集,2,63,接触済,0
A01652,日用品,小規模,紹介,サンプル依頼,1,113,接触済,0
A01653,食品,中規模,Web問い合わせ,情報収集,4,96,接触済,0
A01654,日用品,小規模,Web問い合わせ,サンプル依頼,4,102,接触済,0
A01655,日用品,中規模,営業開拓,情報収集,2,84,接触済,0
A01656,日用品,中規模,展示会,情報収集,3,54,接触済,0
A01657,その他,中規模,Web問い合わせ,サンプル依頼,5,91,接触済,0
A01658,食品,小規模,Web問い合わせ,サンプル依頼,1,66,接触済,0
A01659,化粧品,中規模,営業開拓,情報収集,3,21,接触済,0
A01660,化粧品,中規模,Web問い合わせ,情報収集,2,80,接触済,0
A01661,食品,小規模,展示会,見積依頼,3,46,接触済,0
A01662,化粧品,大規模,Web問い合わせ,情報収集,3,67,接触済,0
A01663,研究開発,小規模,Web問い合わせ,資料請求,3,67,契約,1
A01664,日用品,中規模,紹介,サンプル依頼,0,65,未接触,0
A01665,日用品,小規模,営業開拓,サンプル依頼,2,107,接触済,0
A01666,その他,大規模,Web問い合わせ,見積依頼,4,97,接触済,0
A01667,その他,小規模,営業開拓,サンプル依頼,1,1,接触済,0
A01668,その他,大規模,展示会,資料請求,1,41,接触済,0
A01669,化粧品,小規模,営業開拓,見積依頼,3,93,接触済,0
A01670,その他,小規模,展示会,サンプル依頼,3,103,接触済,0
A01671,食品,中規模,Web問い合わせ,情報収集,3,75,接触済,0
A01672,食品,中規模,営業開拓,サンプル依頼,3,116,接触済,0
A01673,研究開発,大規模,展示会,情報収集,4,48,接触済,0
A01674,日用品,小規模,営業開拓,サンプル依頼,0,44,未接触,0
A01675,その他,中規模,Web問い合わせ,情報収集,1,33,接触済,0
A01676,その他,大規模,Web問い合わせ,情報収集,2,46,接触済,0
A01677,その他,大規模,Web問い合わせ,サンプル依頼,2,13,接触済,0
A01678,食品,大規模,紹介,情報収集,1,27,接触済,0
A01679,食品,中規模,Web問い合わせ,資料請求,2,1,接触済,0
A01680,研究開発,小規模,紹介,サンプル依頼,2,116,接触済,0
A01681,日用品,小規模,営業開拓,見積依頼,6,41,接触済,0
A01682,化粧品,大規模,Web問い合わせ,資料請求,2,62,契約,1
A01683,日用品,小規模,展示会,資料請求,2,76,接触済,0
A01684,化粧品,小規模,Web問い合わせ,情報収集,3,35,接触済,0
A01685,化粧品,大規模,展示会,資料請求,4,18,接触済,0
A01686,研究開発,小規模,営業開拓,資料請求,3,65,接触済,0
A01687,研究開発,小規模,営業開拓,資料請求,1,41,接触済,0
A01688,化粧品,大規模,Web問い合わせ,見積依頼,0,105,未接触,0
A01689,食品,大規模,営業開拓,情報収集,3,0,接触済,0
A01690,化粧品,大規模,展示会,見積依頼,3,104,接触済,0
A01691,その他,中規模,紹介,資料請求,5,51,接触済,0
A01692,その他,中規模,営業開拓,情報収集,2,109,接触済,0
A01693,化粧品,大規模,営業開拓,見積依頼,3,91,接触済,0
A01694,化粧品,小規模,Web問い合わせ,資料請求,3,4,接触済,0
A01695,研究開発,中規模,紹介,資料請求,4,48,接触済,0
A01696,日用品,大規模,紹介,資料請求,3,36,接触済,0
A01697,化粧品,中規模,紹介,情報収集,3,87,接触済,0
A01698,その他,中規模,展示会,見積依頼,5,61,接触済,0
A01699,食品,小規模,展示会,見積依頼,3,32,接触済,0
A01700,化粧品,小規模,展示会,サンプル依頼,1,19,契約,1
A01701,研究開発,小規模,Web問い合わせ,資料請求,2,54,接触済,0
A01702,日用品,大規模,営業開拓,情報収集,2,51,接触済,0
A01703,その他,小規模,紹介,資料請求,2,39,接触済,0
A01704,化粧品,大規模,Web問い合わせ,情報収集,2,105,接触済,0
A01705,その他,中規模,Web問い合わせ,情報収集,1,85,接触済,0
A01706,化粧品,小規模,営業開拓,情報収集,3,117,接触済,0
A01707,化粧品,小規模,展示会,資料請求,4,92,接触済,0
A01708,食品,小規模,営業開拓,資料請求,4,15,接触済,0
A01709,日用品,中規模,紹介,情報収集,1,116,接触済,0
A01710,日用品,小規模,Web問い合わせ,サンプル依頼,4,102,接触済,0
A01711,日用品,大規模,営業開拓,見積依頼,0,24,契約,1
A01712,化粧品,中規模,営業開拓,見積依頼,4,2,商談,0
A01713,化粧品,小規模,営業開拓,資料請求,0,37,未接触,0
A01714,化粧品,中規模,紹介,情報収集,2,25,接触済,0
A01715,食品,小規模,営業開拓,サンプル依頼,2,78,接触済,0
A01716,日用品,小規模,展示会,資料請求,3,76,契約,1
A01717,日用品,小規模,営業開拓,情報収集,2,21,接触済,0
A01718,化粧品,小規模,Web問い合わせ,資料請求,2,16,接触済,0
A01719,その他,中規模,Web問い合わせ,資料請求,2,116,接触済,0
A01720,食品,中規模,Web問い合わせ,情報収集,3,56,接触済,0
A01721,日用品,中規模,Web問い合わせ,見積依頼,2,46,接触済,0
A01722,日用品,小規模,展示会,サンプル依頼,3,11,契約,1
A01723,化粧品,中規模,Web問い合わせ,情報収集,0,79,未接触,0
A01724,食品,中規模,紹介,資料請求,2,82,接触済,0
A01725,研究開発,小規模,Web問い合わせ,資料請求,1,32,接触済,0
A01726,食品,中規模,Web問い合わせ,情報収集,7,33,接触済,0
A01727,食品,小規模,展示会,見積依頼,2,49,接触済,0
A01728,食品,中規模,Web問い合わせ,資料請求,1,75,接触済,0
A01729,化粧品,大規模,展示会,見積依頼,3,44,商談,0
A01730,食品,小規模,展示会,資料請求,1,42,接触済,0
A01731,研究開発,小規模,展示会,サンプル依頼,3,116,接触済,0
A01732,日用品,小規模,営業開拓,情報収集,2,93,接触済,0
A01733,日用品,中規模,展示会,資料請求,3,105,接触済,0
A01734,化粧品,小規模,紹介,資料請求,4,29,契約,1
A01735,その他,中規模,Web問い合わせ,サンプル依頼,0,53,未接触,0
A01736,日用品,小規模,Web問い合わせ,情報収集,1,79,接触済,0
A01737,その他,小規模,営業開拓,見積依頼,3,27,接触済,0
A01738,日用品,小規模,展示会,資料請求,5,21,接触済,0
A01739,研究開発,小規模,Web問い合わせ,見積依頼,5,34,接触済,0
A01740,食品,大規模,Web問い合わせ,資料請求,2,30,接触済,0
A01741,その他,小規模,Web問い合わせ,情報収集,2,56,接触済,0
A01742,研究開発,小規模,展示会,見積依頼,3,35,接触済,0
A01743,化粧品,中規模,営業開拓,サンプル依頼,0,26,未接触,0
A01744,その他,中規模,展示会,資料請求,4,70,接触済,0
A01745,食品,中規模,Web問い合わせ,見積依頼,2,69,接触済,0
A01746,化粧品,小規模,紹介,情報収集,0,82,未接触,0
A01747,研究開発,大規模,展示会,資料請求,1,83,接触済,0
A01748,日用品,小規模,営業開拓,サンプル依頼,2,48,接触済,0
A01749,食品,中規模,Web問い合わせ,見積依頼,2,55,接触済,0
A01750,日用品,大規模,営業開拓,サンプル依頼,1,37,接触済,0
A01751,日用品,中規模,営業開拓,資料請求,2,81,接触済,0
A01752,日用品,中規模,展示会,資料請求,4,6,接触済,0
A01753,食品,小規模,Web問い合わせ,見積依頼,2,78,接触済,0
A01754,その他,小規模,紹介,サンプル依頼,1,99,接触済,0
A01755,食品,大規模,Web問い合わせ,見積依頼,4,74,契約,1
A01756,化粧品,中規模,営業開拓,情報収集,4,1,接触済,0
A01757,研究開発,小規模,営業開拓,サンプル依頼,3,74,接触済,0
A01758,化粧品,大規模,Web問い合わせ,資料請求,1,0,契約,1
A01759,日用品,小規模,紹介,サンプル依頼,1,28,契約,1
A01760,化粧品,小規模,展示会,情報収集,2,59,接触済,0
A01761,研究開発,大規模,紹介,情報収集,3,23,接触済,0
A01762,化粧品,中規模,Web問い合わせ,サンプル依頼,0,43,未接触,0
A01763,その他,小規模,展示会,資料請求,3,95,接触済,0
A01764,研究開発,小規模,展示会,情報収集,0,120,未接触,0
A01765,化粧品,大規模,Web問い合わせ,資料請求,3,9,接触済,0
A01766,化粧品,中規模,営業開拓,資料請求,3,60,接触済,0
A01767,日用品,小規模,展示会,資料請求,6,13,接触済,0
A01768,食品,中規模,紹介,サンプル依頼,2,97,接触済,0
A01769,化粧品,小規模,展示会,サンプル依頼,3,68,接触済,0
A01770,化粧品,大規模,Web問い合わせ,見積依頼,1,61,接触済,0
A01771,化粧品,小規模,Web問い合わせ,資料請求,3,44,接触済,0
A01772,食品,小規模,Web問い合わせ,資料請求,5,59,接触済,0
A01773,日用品,小規模,営業開拓,情報収集,3,38,接触済,0
A01774,食品,小規模,展示会,資料請求,4,107,接触済,0
A01775,化粧品,小規模,Web問い合わせ,サンプル依頼,7,91,接触済,0
A01776,食品,中規模,営業開拓,サンプル依頼,2,64,接触済,0
A01777,化粧品,小規模,Web問い合わせ,情報収集,6,34,接触済,0
A01778,その他,小規模,展示会,情報収集,2,25,接触済,0
A01779,日用品,小規模,Web問い合わせ,資料請求,2,54,接触済,0
A01780,化粧品,大規模,Web問い合わせ,見積依頼,1,30,接触済,0
A01781,その他,大規模,Web問い合わせ,見積依頼,0,40,未接触,0
A01782,化粧品,小規模,Web問い合わせ,見積依頼,3,6,接触済,0
A01783,食品,小規模,展示会,情報収集,2,7,接触済,0
A01784,化粧品,中規模,Web問い合わせ,サンプル依頼,1,92,接触済,0
A01785,研究開発,中規模,営業開拓,資料請求,3,72,接触済,0
A01786,研究開発,大規模,Web問い合わせ,サンプル依頼,4,5,接触済,0
A01787,食品,小規模,営業開拓,サンプル依頼,1,31,接触済,0
A01788,化粧品,小規模,営業開拓,情報収集,4,90,接触済,0
A01789,日用品,中規模,展示会,情報収集,7,17,接触済,0
A01790,日用品,小規模,展示会,資料請求,5,100,接触済,0
A01791,その他,中規模,展示会,資料請求,1,106,接触済,0
A01792,食品,大規模,営業開拓,資料請求,4,40,接触済,0
A01793,日用品,中規模,紹介,見積依頼,3,25,接触済,0
A01794,その他,小規模,Web問い合わせ,サンプル依頼,6,56,契約,1
A01795,化粧品,小規模,Web問い合わせ,資料請求,2,85,接触済,0
A01796,研究開発,中規模,Web問い合わせ,資料請求,1,32,接触済,0
A01797,日用品,中規模,Web問い合わせ,サンプル依頼,6,93,接触済,0
A01798,研究開発,中規模,Web問い合わせ,資料請求,3,89,接触済,0
A01799,研究開発,中規模,営業開拓,資料請求,1,44,接触済,0
A01800,食品,小規模,Web問い合わせ,情報収集,2,105,接触済,0
A01801,研究開発,中規模,紹介,情報収集,1,114,接触済,0
A01802,化粧品,中規模,営業開拓,サンプル依頼,4,18,接触済,0
A01803,食品,小規模,展示会,サンプル依頼,4,3,接触済,0
A01804,化粧品,大規模,Web問い合わせ,資料請求,3,85,接触済,0
A01805,食品,中規模,営業開拓,情報収集,4,31,接触済,0
A01806,その他,中規模,展示会,資料請求,2,9,接触済,0
A01807,その他,中規模,営業開拓,資料請求,1,116,接触済,0
A01808,日用品,大規模,紹介,資料請求,3,42,接触済,0
A01809,日用品,中規模,Web問い合わせ,情報収集,3,84,接触済,0
A01810,日用品,中規模,営業開拓,情報収集,2,64,接触済,0
A01811,その他,中規模,営業開拓,情報収集,2,10,接触済,0
A01812,その他,大規模,紹介,サンプル依頼,5,113,接触済,0
A01813,食品,中規模,展示会,サンプル依頼,5,34,接触済,0
A01814,研究開発,小規模,展示会,情報収集,5,78,接触済,0
A01815,食品,中規模,営業開拓,サンプル依頼,6,56,契約,1
A01816,食品,小規模,展示会,見積依頼,1,6,接触済,0
A01817,化粧品,小規模,紹介,資料請求,3,88,接触済,0
A01818,食品,小規模,展示会,情報収集,1,56,契約,1
A01819,化粧品,大規模,展示会,資料請求,4,3,接触済,0
A01820,日用品,中規模,Web問い合わせ,見積依頼,3,87,接触済,0
A01821,日用品,小規模,展示会,見積依頼,1,114,接触済,0
A01822,食品,中規模,営業開拓,資料請求,2,12,接触済,0
A01823,食品,小規模,営業開拓,サンプル依頼,1,26,接触済,0
A01824,化粧品,中規模,Web問い合わせ,サンプル依頼,1,69,接触済,0
A01825,日用品,小規模,展示会,情報収集,2,56,接触済,0
A01826,研究開発,小規模,Web問い合わせ,見積依頼,1,83,接触済,0
A01827,研究開発,小規模,展示会,見積依頼,1,54,接触済,0
A01828,その他,小規模,Web問い合わせ,情報収集,2,107,接触済,0
A01829,その他,小規模,Web問い合わせ,資料請求,3,117,接触済,0
A01830,研究開発,小規模,紹介,サンプル依頼,3,17,接触済,0
A01831,化粧品,中規模,営業開拓,資料請求,2,91,接触済,0
A01832,日用品,小規模,Web問い合わせ,資料請求,2,119,接触済,0
A01833,その他,中規模,展示会,サンプル依頼,5,83,接触済,0
A01834,化粧品,大規模,営業開拓,サンプル依頼,0,78,未接触,0
A01835,化粧品,中規模,営業開拓,サンプル依頼,1,62,接触済,0
A01836,研究開発,小規模,展示会,資料請求,0,92,未接触,0
A01837,化粧品,大規模,紹介,見積依頼,3,13,契約,1
A01838,化粧品,中規模,Web問い合わせ,資料請求,1,96,接触済,0
A01839,食品,小規模,展示会,情報収集,2,117,接触済,0
A01840,食品,大規模,紹介,見積依頼,4,104,契約,1
A01841,研究開発,小規模,展示会,サンプル依頼,1,19,接触済,0
A01842,研究開発,大規模,Web問い合わせ,情報収集,4,74,接触済,0
A01843,日用品,大規模,Web問い合わせ,サンプル依頼,1,52,接触済,0
A01844,日用品,小規模,Web問い合わせ,サンプル依頼,1,32,接触済,0
A01845,その他,小規模,Web問い合わせ,サンプル依頼,4,21,接触済,0
A01846,その他,大規模,営業開拓,情報収集,1,5,接触済,0
A01847,研究開発,大規模,紹介,サンプル依頼,0,34,未接触,0
A01848,食品,小規模,展示会,サンプル依頼,0,70,未接触,0
A01849,その他,小規模,紹介,情報収集,5,0,契約,1
A01850,日用品,中規模,紹介,情報収集,3,31,接触済,0
A01851,その他,中規模,営業開拓,資料請求,1,44,接触済,0
A01852,研究開発,小規模,紹介,情報収集,2,107,接触済,0
A01853,食品,大規模,展示会,見積依頼,6,22,商談,0
A01854,日用品,中規模,Web問い合わせ,資料請求,1,67,接触済,0
A01855,化粧品,中規模,Web問い合わせ,見積依頼,5,75,接触済,0
A01856,化粧品,中規模,展示会,資料請求,3,19,接触済,0
A01857,化粧品,中規模,営業開拓,見積依頼,4,10,契約,1
A01858,食品,小規模,Web問い合わせ,サンプル依頼,1,101,接触済,0
A01859,食品,小規模,Web問い合わせ,情報収集,4,117,契約,1
A01860,化粧品,大規模,紹介,サンプル依頼,1,103,接触済,0
A01861,化粧品,中規模,営業開拓,サンプル依頼,3,120,接触済,0
A01862,日用品,中規模,展示会,見積依頼,1,76,接触済,0
A01863,化粧品,大規模,営業開拓,サンプル依頼,2,98,接触済,0
A01864,化粧品,小規模,Web問い合わせ,情報収集,1,12,接触済,0
A01865,化粧品,小規模,展示会,サンプル依頼,0,79,未接触,0
A01866,その他,小規模,紹介,サンプル依頼,2,64,接触済,0
A01867,日用品,小規模,Web問い合わせ,資料請求,1,91,接触済,0
A01868,化粧品,中規模,展示会,資料請求,0,2,未接触,0
A01869,日用品,中規模,営業開拓,サンプル依頼,4,59,接触済,0
A01870,化粧品,大規模,紹介,資料請求,3,59,接触済,0
A01871,その他,小規模,営業開拓,見積依頼,3,97,接触済,0
A01872,化粧品,小規模,営業開拓,資料請求,1,103,接触済,0
A01873,日用品,小規模,展示会,情報収集,2,4,接触済,0
A01874,化粧品,小規模,営業開拓,サンプル依頼,4,11,接触済,0
A01875,研究開発,小規模,展示会,サンプル依頼,1,50,接触済,0
A01876,日用品,小規模,Web問い合わせ,サンプル依頼,1,41,接触済,0
A01877,食品,中規模,展示会,情報収集,6,101,接触済,0
A01878,化粧品,中規模,営業開拓,資料請求,3,55,接触済,0
A01879,日用品,小規模,展示会,情報収集,2,28,接触済,0
A01880,化粧品,中規模,Web問い合わせ,サンプル依頼,2,6,接触済,0
A01881,化粧品,中規模,展示会,サンプル依頼,5,52,接触済,0
A01882,化粧品,中規模,Web問い合わせ,情報収集,0,79,未接触,0
A01883,食品,小規模,展示会,資料請求,3,50,接触済,0
A01884,食品,小規模,紹介,資料請求,1,120,接触済,0
A01885,その他,中規模,Web問い合わせ,資料請求,4,108,接触済,0
A01886,その他,大規模,Web問い合わせ,資料請求,1,10,接触済,0
A01887,研究開発,大規模,展示会,資料請求,3,75,接触済,0
A01888,その他,中規模,営業開拓,資料請求,2,37,接触済,0
A01889,化粧品,小規模,展示会,資料請求,5,15,接触済,0
A01890,化粧品,小規模,Web問い合わせ,サンプル依頼,4,58,接触済,0
A01891,食品,小規模,Web問い合わせ,サンプル依頼,2,63,接触済,0
A01892,日用品,小規模,Web問い合わせ,資料請求,2,109,接触済,0
A01893,研究開発,小規模,営業開拓,情報収集,1,57,接触済,0
A01894,その他,大規模,Web問い合わせ,見積依頼,5,34,接触済,0
A01895,化粧品,小規模,Web問い合わせ,サンプル依頼,3,82,契約,1
A01896,食品,中規模,営業開拓,資料請求,4,55,接触済,0
A01897,研究開発,小規模,営業開拓,見積依頼,1,83,接触済,0
A01898,日用品,小規模,Web問い合わせ,情報収集,4,25,接触済,0
A01899,日用品,中規模,紹介,見積依頼,2,20,契約,1
A01900,食品,小規模,Web問い合わせ,サンプル依頼,1,102,接触済,0
A01901,その他,中規模,展示会,見積依頼,1,67,接触済,0
A01902,日用品,大規模,営業開拓,見積依頼,3,104,契約,1
A01903,食品,中規模,Web問い合わせ,見積依頼,2,49,契約,1
A01904,化粧品,小規模,Web問い合わせ,サンプル依頼,0,14,未接触,0
A01905,食品,小規模,展示会,見積依頼,2,0,接触済,0
A01906,化粧品,小規模,Web問い合わせ,資料請求,2,51,接触済,0
A01907,研究開発,小規模,営業開拓,見積依頼,2,102,接触済,0
A01908,化粧品,小規模,展示会,見積依頼,3,116,契約,1
A01909,食品,中規模,Web問い合わせ,資料請求,2,33,接触済,0
A01910,研究開発,大規模,展示会,見積依頼,1,56,接触済,0
A01911,研究開発,小規模,紹介,サンプル依頼,5,85,接触済,0
A01912,研究開発,大規模,営業開拓,情報収集,0,120,未接触,0
A01913,化粧品,中規模,Web問い合わせ,資料請求,2,93,接触済,0
A01914,日用品,小規模,紹介,サンプル依頼,2,3,接触済,0
A01915,日用品,小規模,Web問い合わせ,情報収集,2,48,接触済,0
A01916,食品,小規模,Web問い合わせ,見積依頼,2,71,接触済,0
A01917,その他,中規模,展示会,サンプル依頼,0,1,未接触,0
A01918,食品,小規模,Web問い合わせ,サンプル依頼,3,75,接触済,0
A01919,その他,小規模,営業開拓,情報収集,2,26,接触済,0
A01920,食品,中規模,紹介,サンプル依頼,2,56,接触済,0
A01921,日用品,中規模,展示会,サンプル依頼,7,39,接触済,0
A01922,食品,小規模,Web問い合わせ,見積依頼,3,38,接触済,0
A01923,化粧品,小規模,展示会,サンプル依頼,1,84,接触済,0
A01924,研究開発,中規模,営業開拓,見積依頼,1,99,接触済,0
A01925,化粧品,中規模,Web問い合わせ,資料請求,8,81,契約,1
A01926,日用品,中規模,Web問い合わせ,サンプル依頼,0,16,未接触,0
A01927,研究開発,中規模,Web問い合わせ,資料請求,1,99,接触済,0
A01928,研究開発,小規模,展示会,情報収集,3,68,接触済,0
A01929,日用品,中規模,紹介,サンプル依頼,4,100,接触済,0
A01930,化粧品,小規模,営業開拓,情報収集,0,39,未接触,0
A01931,食品,小規模,紹介,資料請求,1,119,接触済,0
A01932,研究開発,大規模,紹介,見積依頼,0,28,未接触,0
A01933,日用品,中規模,営業開拓,サンプル依頼,1,94,接触済,0
A01934,日用品,中規模,紹介,見積依頼,0,83,契約,1
A01935,日用品,大規模,Web問い合わせ,資料請求,1,57,接触済,0
A01936,その他,小規模,Web問い合わせ,情報収集,6,94,接触済,0
A01937,化粧品,小規模,展示会,資料請求,3,37,接触済,0
A01938,日用品,中規模,Web問い合わせ,情報収集,6,62,接触済,0
A01939,化粧品,中規模,展示会,情報収集,1,81,接触済,0
A01940,食品,中規模,紹介,資料請求,2,59,接触済,0
A01941,食品,中規模,営業開拓,サンプル依頼,4,116,接触済,0
A01942,化粧品,小規模,営業開拓,サンプル依頼,1,13,接触済,0
