opportunity_id,customer_id,stage,contracted,days_since_contact
OPP-A01403,A01403,接触済,0,109
OPP-A01404,A01404,未接触,0,62
OPP-A01405,A01405,接触済,0,83
OPP-A01406,A01406,契約,1,91
OPP-A01407,A01407,未接触,0,22
OPP-A01408,A01408,未接触,0,9
OPP-A01409,A01409,商談,0,46
OPP-A01410,A01410,未接触,0,12
OPP-A01411,A01411,接触済,0,92
OPP-A01412,A01412,接触済,0,72
OPP-A01413,A01413,接触済,0,105
OPP-A01414,A01414,接触済,0,64
OPP-A01415,A01415,接触済,0,12
OPP-A01416,A01416,接触済,0,4
OPP-A01417,A01417,接触済,0,79
OPP-A01418,A01418,接触済,0,13
OPP-A01419,A01419,接触済,0,34
OPP-A01420,A01420,接触済,0,102
OPP-A01421,A01421,商談,0,19
OPP-A01422,A01422,接触済,0,60
OPP-A01423,A01423,接触済,0,13
OPP-A01424,A01424,接触済,0,27
OPP-A01425,A01425,接触済,0,62
OPP-A01426,A01426,接触済,0,72
OPP-A01427,A01427,接触済,0,57
OPP-A01428,A01428,接触済,0,30
OPP-A01429,A01429,接触済,0,93
OPP-A01430,A01430,未接触,0,38
OPP-A01431,A01431,接触済,0,81
OPP-A01432,A01432,接触済,0,33
OPP-A01433,A01433,接触済,0,36
OPP-A01434,A01434,接触済,0,28
OPP-A01435,A01435,未接触,0,52
OPP-A01436,A01436,接触済,0,84
OPP-A01437,A01437,契約,1,41
OPP-A01438,A01438,契約,1,116
OPP-A01439,A01439,接触済,0,21
OPP-A01440,A01440,接触済,0,64
OPP-A01441,A01441,接触済,0,32
OPP-A01442,A01442,未接触,0,61
OPP-A01443,A01443,接触済,0,103
OPP-A01444,A01444,接触済,0,107
OPP-A01445,A01445,接触済,0,81
OPP-A01446,A01446,接触済,0,64
OPP-A01447,A01447,接触済,0,26
OPP-A01448,A01448,契約,1,24
OPP-A01449,A01449,契約,1,38
OPP-A01450,A01450,接触済,0,37
OPP-A01451,A01451,接触済,0,82
OPP-A01452,A01452,接触済,0,28
OPP-A01453,A01453,契約,1,34
OPP-A01454,A01454,接触済,0,42
OPP-A01455,A01455,接触済,0,27
OPP-A01456,A01456,接触済,0,57
OPP-A01457,A01457,接触済,0,11
OPP-A01458,A01458,接触済,0,49
OPP-A01459,A01459,接触済,0,35
OPP-A01460,A01460,接触済,0,100
OPP-A01461,A01461,接触済,0,19
OPP-A01462,A01462,接触済,0,44
OPP-A01463,A01463,接触済,0,96
OPP-A01464,A01464,接触済,0,55
OPP-A01465,A01465,契約,1,50
OPP-A01466,A01466,接触済,0,82
OPP-A01467,A01467,接触済,0,83
OPP-A01468,A01468,接触済,0,101
OPP-A01469,A01469,接触済,0,65
OPP-A01470,A01470,接触済,0,78
OPP-A01471,A01471,接触済,0,66
OPP-A01472,A01472,接触済,0,5
OPP-A01473,A01473,接触済,0,64
OPP-A01474,A01474,接触済,0,115
OPP-A01475,A01475,接触済,0,72
OPP-A01476,A01476,接触済,0,42
OPP-A01477,A01477,接触済,0,25
OPP-A01478,A01478,接触済,0,86
OPP-A01479,A01479,接触済,0,112
OPP-A01480,A01480,接触済,0,22
OPP-A01481,A01481,接触済,0,86
OPP-A01482,A01482,接触済,0,67
OPP-A01483,A01483,接触済,0,103
OPP-A01484,A01484,接触済,0,104
OPP-A01485,A01485,接触済,0,35
OPP-A01486,A01486,接触済,0,114
OPP-A01487,A01487,接触済,0,105
OPP-A01488,A01488,接触済,0,114
OPP-A01489,A01489,接触済,0,12
OPP-A01490,A01490,接触済,0,46
OPP-A01491,A01491,未接触,0,23
OPP-A01492,A01492,接触済,0,86
OPP-A01493,A01493,接触済,0,40
OPP-A01494,A01494,接触済,0,100
OPP-A01495,A01495,接触済,0,30
OPP-A01496,A01496,契約,1,63
OPP-A01497,A01497,接触済,0,68
OPP-A01498,A01498,接触済,0,114
OPP-A01499,A01499,接触済,0,31
OPP-A01500,A01500,接触済,0,77
OPP-A01501,A01501,契約,1,32
OPP-A01502,A01502,接触済,0,26
OPP-A01503,A01503,未接触,0,65
OPP-A01504,A01504,接触済,0,38
OPP-A01505,A01505,接触済,0,10
OPP-A01506,A01506,契約,1,69
OPP-A01507,A01507,接触済,0,45
OPP-A01508,A01508,接触済,0,38
OPP-A01509,A01509,契約,1,51
OPP-A01510,A01510,接触済,0,79
OPP-A01511,A01511,接触済,0,66
OPP-A01512,A01512,接触済,0,17
OPP-A01513,A01513,接触済,0,93
OPP-A01514,A01514,契約,1,63
OPP-A01515,A01515,接触済,0,46
OPP-A01516,A01516,接触済,0,116
OPP-A01517,A01517,接触済,0,111
OPP-A01518,A01518,接触済,0,92
OPP-A01519,A01519,接触済,0,58
OPP-A01520,A01520,接触済,0,8
OPP-A01521,A01521,接触済,0,43
OPP-A01522,A01522,接触済,0,15
OPP-A01523,A01523,接触済,0,38
OPP-A01524,A01524,契約,1,0
OPP-A01525,A01525,接触済,0,118
OPP-A01526,A01526,接触済,0,60
OPP-A01527,A01527,未接触,0,19
OPP-A01528,A01528,契約,1,90
OPP-A01529,A01529,接触済,0,1
OPP-A01530,A01530,接触済,0,4
OPP-A01531,A01531,接触済,0,74
OPP-A01532,A01532,接触済,0,96
OPP-A01533,A01533,接触済,0,38
OPP-A01534,A01534,接触済,0,109
OPP-A01535,A01535,接触済,0,103
OPP-A01536,A01536,未接触,0,69
OPP-A01537,A01537,接触済,0,66
OPP-A01538,A01538,契約,1,92
OPP-A01539,A01539,接触済,0,17
OPP-A01540,A01540,接触済,0,49
OPP-A01541,A01541,接触済,0,89
OPP-A01542,A01542,接触済,0,0
OPP-A01543,A01543,契約,1,72
OPP-A01544,A01544,接触済,0,88
OPP-A01545,A01545,接触済,0,83
OPP-A01546,A01546,接触済,0,28
OPP-A01547,A01547,接触済,0,86
OPP-A01548,A01548,接触済,0,78
OPP-A01549,A01549,契約,1,100
OPP-A01550,A01550,接触済,0,79
OPP-A01551,A01551,接触済,0,69
OPP-A01552,A01552,接触済,0,70
OPP-A01553,A01553,接触済,0,56
OPP-A01554,A01554,接触済,0,110
OPP-A01555,A01555,接触済,0,48
OPP-A01556,A01556,接触済,0,55
OPP-A01557,A01557,未接触,0,17
OPP-A01558,A01558,接触済,0,56
OPP-A01559,A01559,接触済,0,38
OPP-A01560,A01560,接触済,0,88
OPP-A01561,A01561,接触済,0,24
OPP-A01562,A01562,接触済,0,20
OPP-A01563,A01563,接触済,0,49
OPP-A01564,A01564,接触済,0,120
OPP-A01565,A01565,接触済,0,18
OPP-A01566,A01566,接触済,0,56
OPP-A01567,A01567,接触済,0,73
OPP-A01568,A01568,接触済,0,14
OPP-A01569,A01569,接触済,0,87
OPP-A01570,A01570,接触済,0,97
OPP-A01571,A01571,未接触,0,62
OPP-A01572,A01572,接触済,0,29
OPP-A01573,A01573,接触済,0,21
OPP-A01574,A01574,接触済,0,73
OPP-A01575,A01575,接触済,0,62
OPP-A01576,A01576,契約,1,106
OPP-A01577,A01577,接触済,0,37
OPP-A01578,A01578,契約,1,108
OPP-A01579,A01579,接触済,0,13
OPP-A01580,A01580,契約,1,99
OPP-A01581,A01581,接触済,0,103
OPP-A01582,A01582,接触済,0,58
OPP-A01583,A01583,接触済,0,27
OPP-A01584,A01584,接触済,0,110
OPP-A01585,A01585,未接触,0,28
OPP-A01586,A01586,接触済,0,101
OPP-A01587,A01587,契約,1,16
OPP-A01588,A01588,接触済,0,32
OPP-A01589,A01589,接触済,0,108
OPP-A01590,A01590,接触済,0,95
OPP-A01591,A01591,契約,1,43
OPP-A01592,A01592,接触済,0,113
OPP-A01593,A01593,未接触,0,87
OPP-A01594,A01594,接触済,0,43
OPP-A01595,A01595,契約,1,32
OPP-A01596,A01596,接触済,0,89
OPP-A01597,A01597,接触済,0,61
OPP-A01598,A01598,接触済,0,64
OPP-A01599,A01599,接触済,0,32
OPP-A01600,A01600,未接触,0,64
OPP-A01601,A01601,接触済,0,119
OPP-A01602,A01602,接触済,0,84
OPP-A01603,A01603,接触済,0,100
OPP-A01604,A01604,契約,1,34
OPP-A01605,A01605,接触済,0,16
OPP-A01606,A01606,未接触,0,8
OPP-A01607,A01607,接触済,0,52
OPP-A01608,A01608,接触済,0,94
OPP-A01609,A01609,接触済,0,61
OPP-A01610,A01610,未接触,0,1
OPP-A01611,A01611,接触済,0,13
OPP-A01612,A01612,接触済,0,44
OPP-A01613,A01613,接触済,0,76
OPP-A01614,A01614,接触済,0,20
OPP-A01615,A01615,接触済,0,77
OPP-A01616,A01616,契約,1,64
OPP-A01617,A01617,接触済,0,109
OPP-A01618,A01618,契約,1,1
OPP-A01619,A01619,接触済,0,66
OPP-A01620,A01620,接触済,0,35
OPP-A01621,A01621,接触済,0,65
OPP-A01622,A01622,接触済,0,27
OPP-A01623,A01623,契約,1,111
OPP-A01624,A01624,接触済,0,36
OPP-A01625,A01625,接触済,0,11
OPP-A01626,A01626,契約,1,29
OPP-A01627,A01627,接触済,0,111
OPP-A01628,A01628,接触済,0,94
OPP-A01629,A01629,接触済,0,79
OPP-A01630,A01630,接触済,0,42
OPP-A01631,A01631,接触済,0,0
OPP-A01632,A01632,接触済,0,25
OPP-A01633,A01633,契約,1,14
OPP-A01634,A01634,接触済,0,88
OPP-A01635,A01635,接触済,0,56
OPP-A01636,A01636,接触済,0,101
OPP-A01637,A01637,接触済,0,22
OPP-A01638,A01638,接触済,0,103
OPP-A01639,A01639,接触済,0,82
OPP-A01640,A01640,契約,1,7
OPP-A01641,A01641,接触済,0,87
OPP-A01642,A01642,接触済,0,9
OPP-A01643,A01643,接触済,0,62
OPP-A01644,A01644,接触済,0,65
OPP-A01645,A01645,未接触,0,86
OPP-A01646,A01646,接触済,0,115
OPP-A01647,A01647,接触済,0,102
OPP-A01648,A01648,接触済,0,44
OPP-A01649,A01649,接触済,0,27
OPP-A01650,A01650,接触済,0,118
OPP-A01651,A01651,接触済,0,63
OPP-A01652,A01652,接触済,0,113
OPP-A01653,A01653,接触済,0,96
OPP-A01654,A01654,接触済,0,102
OPP-A01655,A01655,接触済,0,84
OPP-A01656,A01656,接触済,0,54
OPP-A01657,A01657,接触済,0,91
OPP-A01658,A01658,接触済,0,66
OPP-A01659,A01659,接触済,0,21
OPP-A01660,A01660,接触済,0,80
OPP-A01661,A01661,接触済,0,46
OPP-A01662,A01662,接触済,0,67
OPP-A01663,A01663,契約,1,67
OPP-A01664,A01664,未接触,0,65
OPP-A01665,A01665,接触済,0,107
OPP-A01666,A01666,接触済,0,97
OPP-A01667,A01667,接触済,0,1
OPP-A01668,A01668,接触済,0,41
OPP-A01669,A01669,接触済,0,93
OPP-A01670,A01670,接触済,0,103
OPP-A01671,A01671,接触済,0,75
OPP-A01672,A01672,接触済,0,116
OPP-A01673,A01673,接触済,0,48
OPP-A01674,A01674,未接触,0,44
OPP-A01675,A01675,接触済,0,33
OPP-A01676,A01676,接触済,0,46
OPP-A01677,A01677,接触済,0,13
OPP-A01678,A01678,接触済,0,27
OPP-A01679,A01679,接触済,0,1
OPP-A01680,A01680,接触済,0,116
OPP-A01681,A01681,接触済,0,41
OPP-A01682,A01682,契約,1,62
OPP-A01683,A01683,接触済,0,76
OPP-A01684,A01684,接触済,0,35
OPP-A01685,A01685,接触済,0,18
OPP-A01686,A01686,接触済,0,65
OPP-A01687,A01687,接触済,0,41
OPP-A01688,A01688,未接触,0,105
OPP-A01689,A01689,接触済,0,0
OPP-A01690,A01690,接触済,0,104
OPP-A01691,A01691,接触済,0,51
OPP-A01692,A01692,接触済,0,109
OPP-A01693,A01693,接触済,0,91
OPP-A01694,A01694,接触済,0,4
OPP-A01695,A01695,接触済,0,48
OPP-A01696,A01696,接触済,0,36
OPP-A01697,A01697,接触済,0,87
OPP-A01698,A01698,接触済,0,61
OPP-A01699,A01699,接触済,0,32
OPP-A01700,A01700,契約,1,19
OPP-A01701,A01701,接触済,0,54
OPP-A01702,A01702,接触済,0,51
OPP-A01703,A01703,接触済,0,39
OPP-A01704,A01704,接触済,0,105
OPP-A01705,A01705,接触済,0,85
OPP-A01706,A01706,接触済,0,117
OPP-A01707,A01707,接触済,0,92
OPP-A01708,A01708,接触済,0,15
OPP-A01709,A01709,接触済,0,116
OPP-A01710,A01710,接触済,0,102
OPP-A01711,A01711,契約,1,24
OPP-A01712,A01712,商談,0,2
OPP-A01713,A01713,未接触,0,37
OPP-A01714,A01714,接触済,0,25
OPP-A01715,A01715,接触済,0,78
OPP-A01716,A01716,契約,1,76
OPP-A01717,A01717,接触済,0,21
OPP-A01718,A01718,接触済,0,16
OPP-A01719,A01719,接触済,0,116
OPP-A01720,A01720,接触済,0,56
OPP-A01721,A01721,接触済,0,46
OPP-A01722,A01722,契約,1,11
OPP-A01723,A01723,未接触,0,79
OPP-A01724,A01724,接触済,0,82
OPP-A01725,A01725,接触済,0,32
OPP-A01726,A01726,接触済,0,33
OPP-A01727,A01727,接触済,0,49
OPP-A01728,A01728,接触済,0,75
OPP-A01729,A01729,商談,0,44
OPP-A01730,A01730,接触済,0,42
OPP-A01731,A01731,接触済,0,116
OPP-A01732,A01732,接触済,0,93
OPP-A01733,A01733,接触済,0,105
OPP-A01734,A01734,契約,1,29
OPP-A01735,A01735,未接触,0,53
OPP-A01736,A01736,接触済,0,79
OPP-A01737,A01737,接触済,0,27
OPP-A01738,A01738,接触済,0,21
OPP-A01739,A01739,接触済,0,34
OPP-A01740,A01740,接触済,0,30
OPP-A01741,A01741,接触済,0,56
OPP-A01742,A01742,接触済,0,35
OPP-A01743,A01743,未接触,0,26
OPP-A01744,A01744,接触済,0,70
OPP-A01745,A01745,接触済,0,69
OPP-A01746,A01746,未接触,0,82
OPP-A01747,A01747,接触済,0,83
OPP-A01748,A01748,接触済,0,48
OPP-A01749,A01749,接触済,0,55
OPP-A01750,A01750,接触済,0,37
OPP-A01751,A01751,接触済,0,81
OPP-A01752,A01752,接触済,0,6
OPP-A01753,A01753,接触済,0,78
OPP-A01754,A01754,接触済,0,99
OPP-A01755,A01755,契約,1,74
OPP-A01756,A01756,接触済,0,1
OPP-A01757,A01757,接触済,0,74
OPP-A01758,A01758,契約,1,0
OPP-A01759,A01759,契約,1,28
OPP-A01760,A01760,接触済,0,59
OPP-A01761,A01761,接触済,0,23
OPP-A01762,A01762,未接触,0,43
OPP-A01763,A01763,接触済,0,95
OPP-A01764,A01764,未接触,0,120
OPP-A01765,A01765,接触済,0,9
OPP-A01766,A01766,接触済,0,60
OPP-A01767,A01767,接触済,0,13
OPP-A01768,A01768,接触済,0,97
OPP-A01769,A01769,接触済,0,68
OPP-A01770,A01770,接触済,0,61
OPP-A01771,A01771,接触済,0,44
OPP-A01772,A01772,接触済,0,59
OPP-A01773,A01773,接触済,0,38
OPP-A01774,A01774,接触済,0,107
OPP-A01775,A01775,接触済,0,91
OPP-A01776,A01776,接触済,0,64
OPP-A01777,A01777,接触済,0,34
OPP-A01778,A01778,接触済,0,25
OPP-A01779,A01779,接触済,0,54
OPP-A01780,A01780,接触済,0,30
OPP-A01781,A01781,未接触,0,40
OPP-A01782,A01782,接触済,0,6
OPP-A01783,A01783,接触済,0,7
OPP-A01784,A01784,接触済,0,92
OPP-A01785,A01785,接触済,0,72
OPP-A01786,A01786,接触済,0,5
OPP-A01787,A01787,接触済,0,31
OPP-A01788,A01788,接触済,0,90
OPP-A01789,A01789,接触済,0,17
OPP-A01790,A01790,接触済,0,100
OPP-A01791,A01791,接触済,0,106
OPP-A01792,A01792,接触済,0,40
OPP-A01793,A01793,接触済,0,25
OPP-A01794,A01794,契約,1,56
OPP-A01795,A01795,接触済,0,85
OPP-A01796,A01796,接触済,0,32
OPP-A01797,A01797,接触済,0,93
OPP-A01798,A01798,接触済,0,89
OPP-A01799,A01799,接触済,0,44
OPP-A01800,A01800,接触済,0,105
OPP-A01801,A01801,接触済,0,114
OPP-A01802,A01802,接触済,0,18
OPP-A01803,A01803,接触済,0,3
OPP-A01804,A01804,接触済,0,85
OPP-A01805,A01805,接触済,0,31
OPP-A01806,A01806,接触済,0,9
OPP-A01807,A01807,接触済,0,116
OPP-A01808,A01808,接触済,0,42
OPP-A01809,A01809,接触済,0,84
OPP-A01810,A01810,接触済,0,64
OPP-A01811,A01811,接触済,0,10
OPP-A01812,A01812,接触済,0,113
OPP-A01813,A01813,接触済,0,34
OPP-A01814,A01814,接触済,0,78
OPP-A01815,A01815,契約,1,56
OPP-A01816,A01816,接触済,0,6
OPP-A01817,A01817,接触済,0,88
OPP-A01818,A01818,契約,1,56
OPP-A01819,A01819,接触済,0,3
OPP-A01820,A01820,接触済,0,87
OPP-A01821,A01821,接触済,0,114
OPP-A01822,A01822,接触済,0,12
OPP-A01823,A01823,接触済,0,26
OPP-A01824,A01824,接触済,0,69
OPP-A01825,A01825,接触済,0,56
OPP-A01826,A01826,接触済,0,83
OPP-A01827,A01827,接触済,0,54
OPP-A01828,A01828,接触済,0,107
OPP-A01829,A01829,接触済,0,117
OPP-A01830,A01830,接触済,0,17
OPP-A01831,A01831,接触済,0,91
OPP-A01832,A01832,接触済,0,119
OPP-A01833,A01833,接触済,0,83
OPP-A01834,A01834,未接触,0,78
OPP-A01835,A01835,接触済,0,62
OPP-A01836,A01836,未接触,0,92
OPP-A01837,A01837,契約,1,13
OPP-A01838,A01838,接触済,0,96
OPP-A01839,A01839,接触済,0,117
OPP-A01840,A01840,契約,1,104
OPP-A01841,A01841,接触済,0,19
OPP-A01842,A01842,接触済,0,74
OPP-A01843,A01843,接触済,0,52
OPP-A01844,A01844,接触済,0,32
OPP-A01845,A01845,接触済,0,21
OPP-A01846,A01846,接触済,0,5
OPP-A01847,A01847,未接触,0,34
OPP-A01848,A01848,未接触,0,70
OPP-A01849,A01849,契約,1,0
OPP-A01850,A01850,接触済,0,31
OPP-A01851,A01851,接触済,0,44
OPP-A01852,A01852,接触済,0,107
OPP-A01853,A01853,商談,0,22
OPP-A01854,A01854,接触済,0,67
OPP-A01855,A01855,接触済,0,75
OPP-A01856,A01856,接触済,0,19
OPP-A01857,A01857,契約,1,10
OPP-A01858,A01858,接触済,0,101
OPP-A01859,A01859,契約,1,117
OPP-A01860,A01860,接触済,0,103
OPP-A01861,A01861,接触済,0,120
OPP-A01862,A01862,接触済,0,76
OPP-A01863,A01863,接触済,0,98
OPP-A01864,A01864,接触済,0,12
OPP-A01865,A01865,未接触,0,79
OPP-A01866,A01866,接触済,0,64
OPP-A01867,A01867,接触済,0,91
OPP-A01868,A01868,未接触,0,2
OPP-A01869,A01869,接触済,0,59
OPP-A01870,A01870,接触済,0,59
OPP-A01871,A01871,接触済,0,97
OPP-A01872,A01872,接触済,0,103
OPP-A01873,A01873,接触済,0,4
OPP-A01874,A01874,接触済,0,11
OPP-A01875,A01875,接触済,0,50
OPP-A01876,A01876,接触済,0,41
OPP-A01877,A01877,接触済,0,101
OPP-A01878,A01878,接触済,0,55
OPP-A01879,A01879,接触済,0,28
OPP-A01880,A01880,接触済,0,6
OPP-A01881,A01881,接触済,0,52
OPP-A01882,A01882,未接触,0,79
OPP-A01883,A01883,接触済,0,50
OPP-A01884,A01884,接触済,0,120
OPP-A01885,A01885,接触済,0,108
OPP-A01886,A01886,接触済,0,10
OPP-A01887,A01887,接触済,0,75
OPP-A01888,A01888,接触済,0,37
OPP-A01889,A01889,接触済,0,15
OPP-A01890,A01890,接触済,0,58
OPP-A01891,A01891,接触済,0,63
OPP-A01892,A01892,接触済,0,109
OPP-A01893,A01893,接触済,0,57
OPP-A01894,A01894,接触済,0,34
OPP-A01895,A01895,契約,1,82
OPP-A01896,A01896,接触済,0,55
OPP-A01897,A01897,接触済,0,83
OPP-A01898,A01898,接触済,0,25
OPP-A01899,A01899,契約,1,20
OPP-A01900,A01900,接触済,0,102
OPP-A01901,A01901,接触済,0,67
OPP-A01902,A01902,契約,1,104
OPP-A01903,A01903,契約,1,49
OPP-A01904,A01904,未接触,0,14
OPP-A01905,A01905,接触済,0,0
OPP-A01906,A01906,接触済,0,51
OPP-A01907,A01907,接触済,0,102
OPP-A01908,A01908,契約,1,116
OPP-A01909,A01909,接触済,0,33
OPP-A01910,A01910,接触済,0,56
OPP-A01911,A01911,接触済,0,85
OPP-A01912,A01912,未接触,0,120
OPP-A01913,A01913,接触済,0,93
OPP-A01914,A01914,接触済,0,3
OPP-A01915,A01915,接触済,0,48
OPP-A01916,A01916,接触済,0,71
OPP-A01917,A01917,未接触,0,1
OPP-A01918,A01918,接触済,0,75
OPP-A01919,A01919,接触済,0,26
OPP-A01920,A01920,接触済,0,56
OPP-A01921,A01921,接触済,0,39
OPP-A01922,A01922,接触済,0,38
OPP-A01923,A01923,接触済,0,84
OPP-A01924,A01924,接触済,0,99
OPP-A01925,A01925,契約,1,81
OPP-A01926,A01926,未接触,0,16
OPP-A01927,A01927,接触済,0,99
OPP-A01928,A01928,接触済,0,68
OPP-A01929,A01929,接触済,0,100
OPP-A01930,A01930,未接触,0,39
OPP-A01931,A01931,接触済,0,119
OPP-A01932,A01932,未接触,0,28
OPP-A01933,A01933,接触済,0,94
OPP-A01934,A01934,契約,1,83
OPP-A01935,A01935,接触済,0,57
OPP-A01936,A01936,接触済,0,94
OPP-A01937,A01937,接触済,0,37
OPP-A01938,A01938,接触済,0,62
OPP-A01939,A01939,接触済,0,81
OPP-A01940,A01940,接触済,0,59
OPP-A01941,A01941,接触済,0,116
OPP-A01942,A01942,接触済,0,13
OPP-A01943,A01943,接触済,0,72
OPP-A01944,A01944,接触済,0,110
OPP-A01945,A01945,契約,1,105
OPP-A01946,A01946,接触済,0,65
OPP-A01947,A01947,契約,1,8
OPP-A01948,A01948,接触済,0,94
OPP-A01949,A01949,未接触,0,41
OPP-A01950,A01950,接触済,0,79
OPP-A01951,A01951,接触済,0,96
OPP-A01952,A01952,接触済,0,72
OPP-A01953,A01953,接触済,0,77
OPP-A01954,A01954,接触済,0,103
OPP-A01955,A01955,接触済,0,68
OPP-A01956,A01956,接触済,0,19
OPP-A01957,A01957,接触済,0,5
OPP-A01958,A01958,接触済,0,0
OPP-A01959,A01959,接触済,0,94
OPP-A01960,A01960,契約,1,67
OPP-A01961,A01961,接触済,0,5
OPP-A01962,A01962,接触済,0,21
OPP-A01963,A01963,接触済,0,93
OPP-A01964,A01964,接触済,0,53
OPP-A01965,A01965,接触済,0,66
OPP-A01966,A01966,接触済,0,73
OPP-A01967,A01967,接触済,0,83
OPP-A01968,A01968,接触済,0,115
OPP-A01969,A01969,未接触,0,36
OPP-A01970,A01970,接触済,0,39
OPP-A01971,A01971,接触済,0,110
OPP-A01972,A01972,接触済,0,16
OPP-A01973,A01973,接触済,0,72
OPP-A01974,A01974,接触済,0,50
OPP-A01975,A01975,契約,1,5
OPP-A01976,A01976,契約,1,11
OPP-A01977,A01977,接触済,0,0
OPP-A01978,A01978,接触済,0,24
OPP-A01979,A01979,接触済,0,87
OPP-A01980,A01980,接触済,0,9
OPP-A01981,A01981,契約,1,45
OPP-A01982,A01982,接触済,0,83
OPP-A01983,A01983,未接触,0,51
OPP-A01984,A01984,接触済,0,89
OPP-A01985,A01985,接触済,0,58
OPP-A01986,A01986,未接触,0,106
OPP-A01987,A01987,接触済,0,46
OPP-A01988,A01988,接触済,0,99
OPP-A01989,A01989,接触済,0,88
OPP-A01990,A01990,接触済,0,62
OPP-A01991,A01991,接触済,0,75
OPP-A01992,A01992,契約,1,91
OPP-A01993,A01993,接触済,0,11
OPP-A01994,A01994,接触済,0,83
OPP-A01995,A01995,接触済,0,52
OPP-A01996,A01996,接触済,0,39
OPP-A01997,A01997,接触済,0,16
OPP-A01998,A01998,接触済,0,91
OPP-A01999,A01999,接触済,0,53
OPP-A02000,A02000,接触済,0,3
OPP-A02001,A02001,接触済,0,86
OPP-A02002,A02002,接触済,0,3
OPP-A02003,A02003,接触済,0,40
OPP-A02004,A02004,接触済,0,84
OPP-A02005,A02005,接触済,0,71
OPP-A02006,A02006,接触済,0,115
OPP-A02007,A02007,接触済,0,56
OPP-A02008,A02008,接触済,0,113
OPP-A02009,A02009,契約,1,42
OPP-A02010,A02010,未接触,0,77
OPP-A02011,A02011,接触済,0,66
OPP-A02012,A02012,接触済,0,84
OPP-A02013,A02013,接触済,0,71
OPP-A02014,A02014,接触済,0,84
OPP-A02015,A02015,接触済,0,42
OPP-A02016,A02016,接触済,0,117
OPP-A02017,A02017,接触済,0,87
OPP-A02018,A02018,接触済,0,49
OPP-A02019,A02019,契約,1,71
OPP-A02020,A02020,接触済,0,30
OPP-A02021,A02021,接触済,0,10
OPP-A02022,A02022,接触済,0,21
OPP-A02023,A02023,接触済,0,94
OPP-A02024,A02024,接触済,0,37
OPP-A02025,A02025,接触済,0,78
OPP-A02026,A02026,接触済,0,46
OPP-A02027,A02027,接触済,0,84
OPP-A02028,A02028,契約,1,43
OPP-A02029,A02029,接触済,0,17
OPP-A02030,A02030,接触済,0,17
OPP-A02031,A02031,接触済,0,56
OPP-A02032,A02032,接触済,0,4
OPP-A02033,A02033,接触済,0,90
OPP-A02034,A02034,接触済,0,16
OPP-A02035,A02035,接触済,0,110
OPP-A02036,A02036,接触済,0,77
OPP-A02037,A02037,接触済,0,24
OPP-A02038,A02038,接触済,0,107
OPP-A02039,A02039,契約,1,57
OPP-A02040,A02040,契約,1,96
OPP-A02041,A02041,接触済,0,105
OPP-A02042,A02042,接触済,0,60
OPP-A02043,A02043,接触済,0,99
OPP-A02044,A02044,接触済,0,19
OPP-A02045,A02045,接触済,0,86
OPP-A02046,A02046,接触済,0,76
OPP-A02047,A02047,接触済,0,108
OPP-A02048,A02048,接触済,0,80
OPP-A02049,A02049,接触済,0,102
OPP-A02050,A02050,未接触,0,101
OPP-A02051,A02051,接触済,0,116
OPP-A02052,A02052,接触済,0,1
OPP-A02053,A02053,接触済,0,77
OPP-A02054,A02054,接触済,0,87
OPP-A02055,A02055,接触済,0,99
OPP-A02056,A02056,未接触,0,38
OPP-A02057,A02057,接触済,0,71
OPP-A02058,A02058,接触済,0,43
OPP-A02059,A02059,接触済,0,55
OPP-A02060,A02060,接触済,0,116
OPP-A02061,A02061,接触済,0,7
OPP-A02062,A02062,未接触,0,109
OPP-A02063,A02063,接触済,0,50
OPP-A02064,A02064,接触済,0,23
OPP-A02065,A02065,接触済,0,22
OPP-A02066,A02066,接触済,0,89
OPP-A02067,A02067,接触済,0,109
OPP-A02068,A02068,接触済,0,50
OPP-A02069,A02069,未接触,0,73
OPP-A02070,A02070,接触済,0,36
OPP-A02071,A02071,接触済,0,27
OPP-A02072,A02072,接触済,0,5
OPP-A02073,A02073,接触済,0,21
OPP-A02074,A02074,接触済,0,5
OPP-A02075,A02075,接触済,0,104
OPP-A02076,A02076,接触済,0,51
OPP-A02077,A02077,接触済,0,67
OPP-A02078,A02078,接触済,0,30
OPP-A02079,A02079,未接触,0,57
OPP-A02080,A02080,接触済,0,33
OPP-A02081,A02081,接触済,0,47
OPP-A02082,A02082,接触済,0,1
OPP-A02083,A02083,接触済,0,94
OPP-A02084,A02084,接触済,0,111
OPP-A02085,A02085,接触済,0,13
OPP-A02086,A02086,接触済,0,59
OPP-A02087,A02087,未接触,0,112
OPP-A02088,A02088,接触済,0,78
OPP-A02089,A02089,接触済,0,69
OPP-A02090,A02090,接触済,0,79
OPP-A02091,A02091,接触済,0,22
OPP-A02092,A02092,接触済,0,81
OPP-A02093,A02093,接触済,0,10
OPP-A02094,A02094,接触済,0,35
OPP-A02095,A02095,接触済,0,14
OPP-A02096,A02096,契約,1,55
OPP-A02097,A02097,接触済,0,39
OPP-A02098,A02098,接触済,0,88
OPP-A02099,A02099,接触済,0,9
OPP-A02100,A02100,接触済,0,27
OPP-A02101,A02101,接触済,0,86
OPP-A02102,A02102,接触済,0,36
OPP-A02103,A02103,接触済,0,92
OPP-A02104,A02104,接触済,0,14
