customer_id,recency,frequency,monetary,stores_used,R_score,F_score,M_score,RFM_score,segment
C01096,46,29,52639,1,1,5,4,10,一般
C01097,13,23,47683,2,3,4,4,11,一般
C01098,11,24,48782,1,3,4,4,11,一般
C01099,15,21,48656,1,3,3,4,10,一般
C01100,35,23,50104,1,1,4,4,9,一般
C01101,4,18,44450,1,5,2,3,10,一般
C01102,5,23,46906,1,4,4,3,11,一般
C01103,25,22,43698,1,2,4,3,9,一般
C01104,30,28,65676,4,1,5,5,11,一般
C01105,34,13,25854,1,1,1,1,3,休眠・育成
C01106,40,25,44783,1,1,5,3,9,一般
C01107,93,18,42461,1,1,2,3,6,休眠・育成
C01108,13,24,51826,1,3,4,4,11,一般
C01109,10,15,31274,2,3,1,1,5,休眠・育成
C01110,2,21,41678,1,5,3,2,10,一般
C01111,4,19,36473,2,5,2,2,9,一般
C01112,1,15,41195,1,5,1,2,8,一般
C01113,26,25,61028,1,2,5,5,12,優良
C01114,22,23,53154,1,2,4,4,10,一般
C01115,41,18,41711,1,1,2,2,5,休眠・育成
C01116,36,21,50699,2,1,3,4,8,一般
C01117,12,23,51955,1,3,4,4,11,一般
C01118,5,21,46352,1,4,3,3,10,一般
C01119,28,20,29336,1,2,3,1,6,休眠・育成
C01120,16,19,43665,1,3,2,3,8,一般
C01121,32,24,57518,1,1,4,5,10,一般
C01122,15,15,35816,2,3,1,2,6,休眠・育成
C01123,2,25,46891,1,5,5,3,13,優良
C01124,22,22,45149,1,2,4,3,9,一般
C01125,6,20,47835,1,4,3,4,11,一般
C01126,21,20,51388,1,2,3,4,9,一般
C01127,44,16,37719,1,1,1,2,4,休眠・育成
C01128,56,19,37390,1,1,2,2,5,休眠・育成
C01129,21,23,46604,2,2,4,3,9,一般
C01130,7,22,52061,1,4,4,4,12,優良
C01131,1,23,52771,2,5,4,4,13,優良
C01132,5,30,61368,2,4,5,5,14,優良
C01133,26,20,40249,1,2,3,2,7,休眠・育成
C01134,4,31,71927,1,5,5,5,15,優良
C01135,33,24,47843,1,1,4,4,9,一般
C01136,45,16,36670,1,1,1,2,4,休眠・育成
C01137,4,19,37077,1,5,2,2,9,一般
C01138,4,26,55068,1,5,5,5,15,優良
C01139,7,21,47208,1,4,3,3,10,一般
C01140,10,20,43414,1,3,3,3,9,一般
C01141,1,14,27125,1,5,1,1,7,休眠・育成
C01142,22,18,41331,1,2,2,2,6,休眠・育成
C01143,5,19,34448,2,4,2,1,7,休眠・育成
C01144,5,26,60672,2,4,5,5,14,優良
C01145,8,21,53677,1,4,3,4,11,一般
C01146,33,14,25911,1,1,1,1,3,休眠・育成
C01147,11,21,49813,1,3,3,4,10,一般
C01148,8,26,67543,1,4,5,5,14,優良
C01149,9,24,52305,2,4,4,4,12,優良
C01150,6,17,39953,1,4,2,2,8,一般
C01151,19,21,60074,2,2,3,5,10,一般
C01152,3,21,53010,2,5,3,4,12,優良
C01153,13,16,31045,2,3,1,1,5,休眠・育成
C01154,66,16,27509,1,1,1,1,3,休眠・育成
C01155,60,17,45114,1,1,2,3,6,休眠・育成
C01156,25,23,34028,1,2,4,1,7,休眠・育成
C01157,16,33,81232,1,3,5,5,13,優良
C01158,11,20,48066,2,3,3,4,10,一般
C01159,9,25,53364,2,4,5,4,13,優良
C01160,22,19,54512,2,2,2,5,9,一般
C01161,36,24,53747,1,1,4,4,9,一般
C01162,3,22,50495,1,5,4,4,13,優良
C01163,6,20,43408,1,4,3,3,10,一般
C01164,2,23,58351,1,5,4,5,14,優良
C01165,3,22,47350,1,5,4,3,12,優良
C01166,8,18,41642,2,4,2,2,8,一般
C01167,5,26,68923,1,4,5,5,14,優良
C01168,3,22,45502,1,5,4,3,12,優良
C01169,6,16,29129,1,4,1,1,6,休眠・育成
C01170,1,23,52309,1,5,4,4,13,優良
C01171,47,16,36453,1,1,1,2,4,休眠・育成
C01172,28,25,52741,3,2,5,4,11,一般
C01173,17,23,44508,1,2,4,3,9,一般
C01174,6,18,36635,1,4,2,2,8,一般
C01175,2,19,42607,1,5,2,3,10,一般
C01176,45,16,36149,1,1,1,2,4,休眠・育成
C01177,8,21,39474,2,4,3,2,9,一般
C01178,17,25,65412,2,2,5,5,12,優良
C01179,25,24,54450,1,2,4,4,10,一般
C01180,8,22,48785,1,4,4,4,12,優良
C01181,21,21,46276,1,2,3,3,8,一般
C01182,23,18,37295,2,2,2,2,6,休眠・育成
C01183,11,29,52895,1,3,5,4,12,優良
C01184,22,20,44340,1,2,3,3,8,一般
C01185,7,18,34589,1,4,2,1,7,休眠・育成
C01186,44,19,36972,2,1,2,2,5,休眠・育成
C01187,58,17,34716,1,1,2,1,4,休眠・育成
C01188,6,24,52511,1,4,4,4,12,優良
C01189,50,19,42414,2,1,2,3,6,休眠・育成
C01190,4,11,15835,1,5,1,1,7,休眠・育成
C01191,9,14,36556,1,4,1,2,7,休眠・育成
C01192,93,19,39454,1,1,2,2,5,休眠・育成
C01193,8,30,73850,2,4,5,5,14,優良
C01194,7,9,20143,1,4,1,1,6,休眠・育成
C01195,3,27,55700,1,5,5,5,15,優良
C01196,73,14,33624,1,1,1,1,3,休眠・育成
C01197,39,20,50052,2,1,3,4,8,一般
C01198,27,23,50370,1,2,4,4,10,一般
C01199,28,21,50815,2,2,3,4,9,一般
C01200,27,17,34475,1,2,2,1,5,休眠・育成
C01201,15,16,30444,2,3,1,1,5,休眠・育成
C01202,11,22,46518,2,3,4,3,10,一般
C01203,10,13,28711,2,3,1,1,5,休眠・育成
C01204,10,16,39657,2,3,1,2,6,休眠・育成
C01205,4,17,33575,1,5,2,1,8,一般
C01206,8,20,40528,2,4,3,2,9,一般
C01207,46,20,41384,1,1,3,2,6,休眠・育成
C01208,9,23,49457,1,4,4,4,12,優良
C01209,15,30,66287,2,3,5,5,13,優良
C01210,6,19,46645,1,4,2,3,9,一般
C01211,21,22,56085,1,2,4,5,11,一般
C01212,66,17,36576,1,1,2,2,5,休眠・育成
C01213,3,22,57142,1,5,4,5,14,優良
C01214,5,24,51916,3,4,4,4,12,優良
C01215,12,18,41209,2,3,2,2,7,休眠・育成
C01216,2,17,39992,1,5,2,2,9,一般
C01217,2,19,37656,2,5,2,2,9,一般
C01218,54,22,48410,1,1,4,4,9,一般
C01219,19,13,25650,1,2,1,1,4,休眠・育成
C01220,18,25,51934,2,2,5,4,11,一般
C01221,38,15,33741,1,1,1,1,3,休眠・育成
C01222,5,24,57004,3,4,4,5,13,優良
C01223,9,24,53810,2,4,4,4,12,優良
C01224,33,16,32927,1,1,1,1,3,休眠・育成
C01225,20,24,51924,1,2,4,4,10,一般
C01226,18,19,42431,1,2,2,3,7,休眠・育成
C01227,2,28,57893,2,5,5,5,15,優良
C01228,7,23,53752,1,4,4,4,12,優良
C01229,8,16,43357,2,4,1,3,8,一般
C01230,3,23,45496,1,5,4,3,12,優良
C01231,12,17,33804,2,3,2,1,6,休眠・育成
C01232,1,27,69941,1,5,5,5,15,優良
C01233,15,22,51994,2,3,4,4,11,一般
C01234,5,23,58421,1,4,4,5,13,優良
C01235,1,19,47370,1,5,2,3,10,一般
C01236,2,20,37246,2,5,3,2,10,一般
C01237,53,21,45220,1,1,3,3,7,休眠・育成
C01238,3,19,30698,2,5,2,1,8,一般
C01239,12,21,43490,1,3,3,3,9,一般
C01240,42,28,67261,1,1,5,5,11,一般
C01241,4,18,44413,1,5,2,3,10,一般
C01242,16,21,44264,2,3,3,3,9,一般
C01243,22,19,42337,1,2,2,2,6,休眠・育成
C01244,4,16,36869,1,5,1,2,8,一般
C01245,5,28,59234,1,4,5,5,14,優良
C01246,1,28,57639,2,5,5,5,15,優良
C01247,2,26,64662,1,5,5,5,15,優良
C01248,5,25,58028,1,4,5,5,14,優良
C01249,19,24,55058,2,2,4,5,11,一般
C01250,9,19,43615,1,4,2,3,9,一般
C01251,18,18,41817,1,2,2,2,6,休眠・育成
C01252,25,19,35825,1,2,2,2,6,休眠・育成
C01253,24,22,51612,2,2,4,4,10,一般
C01254,13,23,51568,2,3,4,4,11,一般
C01255,11,20,42850,2,3,3,3,9,一般
C01256,2,20,45438,3,5,3,3,11,一般
C01257,4,19,49804,1,5,2,4,11,一般
C01258,1,24,49267,1,5,4,4,13,優良
C01259,6,20,50274,1,4,3,4,11,一般
C01260,21,20,43763,1,2,3,3,8,一般
C01261,8,28,53440,1,4,5,4,13,優良
C01262,12,14,32504,1,3,1,1,5,休眠・育成
C01263,46,12,18301,2,1,1,1,3,休眠・育成
C01264,4,24,50431,1,5,4,4,13,優良
C01265,52,19,33450,1,1,2,1,4,休眠・育成
C01266,13,19,54634,2,3,2,5,10,一般
C01267,8,16,39364,2,4,1,2,7,休眠・育成
C01268,4,20,35041,1,5,3,1,9,一般
C01269,10,15,28808,1,3,1,1,5,休眠・育成
C01270,5,27,73110,1,4,5,5,14,優良
C01271,42,14,39651,1,1,1,2,4,休眠・育成
C01272,10,18,35344,2,3,2,1,6,休眠・育成
C01273,16,19,42891,1,3,2,3,8,一般
C01274,7,25,54250,1,4,5,4,13,優良
C01275,38,19,44519,1,1,2,3,6,休眠・育成
C01276,24,16,32924,1,2,1,1,4,休眠・育成
C01277,1,15,30972,1,5,1,1,7,休眠・育成
C01278,12,26,67752,2,3,5,5,13,優良
C01279,12,25,52078,1,3,5,4,12,優良
C01280,1,24,55194,1,5,4,5,14,優良
C01281,3,20,42692,2,5,3,3,11,一般
C01282,20,16,34099,1,2,1,1,4,休眠・育成
C01283,33,18,39062,1,1,2,2,5,休眠・育成
C01284,20,19,38700,1,2,2,2,6,休眠・育成
C01285,6,21,42045,1,4,3,2,9,一般
C01286,9,22,40480,1,4,4,2,10,一般
C01287,5,11,25289,1,4,1,1,6,休眠・育成
C01288,15,21,38318,1,3,3,2,8,一般
C01289,19,11,20046,1,2,1,1,4,休眠・育成
C01290,66,17,33249,1,1,2,1,4,休眠・育成
C01291,5,17,33083,1,4,2,1,7,休眠・育成
C01292,1,26,50802,1,5,5,4,14,優良
C01293,59,14,32058,1,1,1,1,3,休眠・育成
C01294,13,23,54177,1,3,4,4,11,一般
C01295,36,20,57545,1,1,3,5,9,一般
C01296,39,13,21564,1,1,1,1,3,休眠・育成
C01297,11,24,65090,1,3,4,5,12,優良
C01298,21,16,41132,1,2,1,2,5,休眠・育成
C01299,1,14,25210,1,5,1,1,7,休眠・育成
C01300,9,19,45649,2,4,2,3,9,一般
C01301,27,23,47334,1,2,4,3,9,一般
C01302,2,17,32036,1,5,2,1,8,一般
C01303,68,21,52933,1,1,3,4,8,一般
C01304,18,21,45674,1,2,3,3,8,一般
C01305,42,29,70106,2,1,5,5,11,一般
C01306,34,19,44472,1,1,2,3,6,休眠・育成
C01307,3,25,55645,2,5,5,5,15,優良
C01308,3,25,50907,2,5,5,4,14,優良
C01309,18,23,43860,1,2,4,3,9,一般
C01310,4,26,58399,1,5,5,5,15,優良
C01311,11,18,45410,1,3,2,3,8,一般
C01312,11,28,69331,4,3,5,5,13,優良
C01313,9,24,62328,1,4,4,5,13,優良
C01314,1,22,50615,1,5,4,4,13,優良
C01315,7,17,40382,3,4,2,2,8,一般
C01316,11,22,42962,1,3,4,3,10,一般
C01317,43,16,43925,1,1,1,3,5,休眠・育成
C01318,29,18,44711,2,2,2,3,7,休眠・育成
C01319,3,29,57198,1,5,5,5,15,優良
C01320,5,29,62134,2,4,5,5,14,優良
C01321,15,16,38708,1,3,1,2,6,休眠・育成
C01322,7,26,53693,1,4,5,4,13,優良
C01323,3,24,49861,1,5,4,4,13,優良
C01324,5,20,42127,1,4,3,2,9,一般
C01325,28,19,45645,2,2,2,3,7,休眠・育成
C01326,11,25,70986,1,3,5,5,13,優良
C01327,2,19,38854,1,5,2,2,9,一般
C01328,66,21,49398,1,1,3,4,8,一般
C01329,19,25,47652,1,2,5,3,10,一般
C01330,26,18,41718,2,2,2,2,6,休眠・育成
C01331,23,15,29646,1,2,1,1,4,休眠・育成
C01332,5,16,31509,1,4,1,1,6,休眠・育成
C01333,14,28,62843,2,3,5,5,13,優良
C01334,17,12,24493,1,2,1,1,4,休眠・育成
C01335,3,14,22569,1,5,1,1,7,休眠・育成
C01336,18,26,51625,2,2,5,4,11,一般
C01337,2,22,49596,3,5,4,4,13,優良
C01338,7,25,56533,1,4,5,5,14,優良
C01339,4,17,35719,2,5,2,1,8,一般
C01340,10,21,46750,2,3,3,3,9,一般
C01341,85,11,21664,1,1,1,1,3,休眠・育成
C01342,16,28,64772,1,3,5,5,13,優良
C01343,5,17,37055,1,4,2,2,8,一般
C01344,11,24,49025,1,3,4,4,11,一般
C01345,20,16,39020,1,2,1,2,5,休眠・育成
C01346,20,20,37479,1,2,3,2,7,休眠・育成
C01347,5,23,51687,1,4,4,4,12,優良
C01348,17,22,45321,1,2,4,3,9,一般
C01349,10,19,41031,1,3,2,2,7,休眠・育成
C01350,1,15,26706,2,5,1,1,7,休眠・育成
C01351,26,21,51596,1,2,3,4,9,一般
C01352,1,22,48376,2,5,4,4,13,優良
C01353,4,23,50247,1,5,4,4,13,優良
C01354,25,18,31209,1,2,2,1,5,休眠・育成
C01355,2,24,56480,2,5,4,5,14,優良
C01356,9,27,62646,1,4,5,5,14,優良
C01357,51,20,35278,1,1,3,1,5,休眠・育成
C01358,10,23,55987,1,3,4,5,12,優良
C01359,8,18,47853,1,4,2,4,10,一般
C01360,5,17,34660,1,4,2,1,7,休眠・育成
C01361,2,18,38143,1,5,2,2,9,一般
C01362,7,26,57771,1,4,5,5,14,優良
C01363,35,19,40482,1,1,2,2,5,休眠・育成
C01364,3,22,51874,2,5,4,4,13,優良
C01365,54,23,48412,1,1,4,4,9,一般
C01366,9,26,65556,2,4,5,5,14,優良
C01367,10,19,30193,2,3,2,1,6,休眠・育成
C01368,20,21,44571,1,2,3,3,8,一般
C01369,81,13,30100,1,1,1,1,3,休眠・育成
C01370,28,16,28390,1,2,1,1,4,休眠・育成
C01371,39,17,35380,1,1,2,1,4,休眠・育成
C01372,9,24,51018,1,4,4,4,12,優良
C01373,28,15,31669,1,2,1,1,4,休眠・育成
C01374,55,13,25354,1,1,1,1,3,休眠・育成
C01375,2,24,68311,1,5,4,5,14,優良
C01376,5,24,58529,1,4,4,5,13,優良
C01377,4,26,67685,2,5,5,5,15,優良
C01378,10,20,42547,1,3,3,3,9,一般
C01379,2,19,35717,2,5,2,1,8,一般
C01380,4,23,44297,1,5,4,3,12,優良
C01381,6,14,25914,1,4,1,1,6,休眠・育成
C01382,60,18,42519,2,1,2,3,6,休眠・育成
C01383,15,29,74001,2,3,5,5,13,優良
C01384,7,20,42075,2,4,3,2,9,一般
C01385,1,27,62928,2,5,5,5,15,優良
C01386,38,19,45594,1,1,2,3,6,休眠・育成
C01387,16,24,56690,1,3,4,5,12,優良
C01388,120,16,30049,1,1,1,1,3,休眠・育成
C01389,10,12,28875,1,3,1,1,5,休眠・育成
C01390,15,19,44501,2,3,2,3,8,一般
C01391,1,19,52534,2,5,2,4,11,一般
C01392,2,21,49404,3,5,3,4,12,優良
C01393,40,18,41143,1,1,2,2,5,休眠・育成
C01394,2,23,52675,1,5,4,4,13,優良
C01395,14,17,35736,2,3,2,2,7,休眠・育成
C01396,35,21,45614,1,1,3,3,7,休眠・育成
C01397,5,21,54396,1,4,3,4,11,一般
C01398,15,23,58033,1,3,4,5,12,優良
C01399,50,18,44226,1,1,2,3,6,休眠・育成
C01400,20,22,52916,1,2,4,4,10,一般
C01401,4,24,50112,1,5,4,4,13,優良
C01402,66,14,25206,2,1,1,1,3,休眠・育成
C01403,21,25,50235,2,2,5,4,11,一般
C01404,17,22,42834,1,2,4,3,9,一般
C01405,13,20,40450,1,3,3,2,8,一般
C01406,31,19,37725,2,1,2,2,5,休眠・育成
C01407,2,22,50485,1,5,4,4,13,優良
C01408,25,18,32096,1,2,2,1,5,休眠・育成
C01409,23,18,43437,1,2,2,3,7,休眠・育成
C01410,2,10,28217,1,5,1,1,7,休眠・育成
C01411,18,21,38983,1,2,3,2,7,休眠・育成
C01412,3,21,51328,2,5,3,4,12,優良
C01413,21,27,48978,2,2,5,4,11,一般
C01414,40,15,37625,1,1,1,2,4,休眠・育成
C01415,8,23,48136,1,4,4,4,12,優良
C01416,13,27,52761,2,3,5,4,12,優良
C01417,59,18,36661,1,1,2,2,5,休眠・育成
C01418,4,31,58080,1,5,5,5,15,優良
C01419,3,22,50490,2,5,4,4,13,優良
C01420,11,19,42841,1,3,2,3,8,一般
C01421,17,20,39577,2,2,3,2,7,休眠・育成
C01422,9,21,53900,1,4,3,4,11,一般
C01423,5,25,52255,2,4,5,4,13,優良
C01424,9,24,57696,1,4,4,5,13,優良
C01425,23,26,70775,1,2,5,5,12,優良
C01426,31,24,47146,1,1,4,3,8,一般
C01427,19,17,28982,1,2,2,1,5,休眠・育成
C01428,4,24,51649,1,5,4,4,13,優良
C01429,39,16,33639,1,1,1,1,3,休眠・育成
C01430,4,18,38196,2,5,2,2,9,一般
C01431,7,15,28912,1,4,1,1,6,休眠・育成
C01432,11,27,57188,1,3,5,5,13,優良
C01433,7,23,60736,1,4,4,5,13,優良
C01434,13,18,32563,1,3,2,1,6,休眠・育成
C01435,63,27,61252,1,1,5,5,11,一般
C01436,1,21,45872,1,5,3,3,11,一般
C01437,1,15,29084,1,5,1,1,7,休眠・育成
C01438,3,23,55408,1,5,4,5,14,優良
C01439,32,19,34311,2,1,2,1,4,休眠・育成
C01440,28,16,34212,2,2,1,1,4,休眠・育成
C01441,3,20,48469,4,5,3,4,12,優良
C01442,25,29,71055,2,2,5,5,12,優良
C01443,2,35,73230,3,5,5,5,15,優良
C01444,8,20,43987,2,4,3,3,10,一般
C01445,17,21,44974,3,2,3,3,8,一般
C01446,15,21,44117,1,3,3,3,9,一般
C01447,11,18,35513,1,3,2,1,6,休眠・育成
C01448,15,13,30854,1,3,1,1,5,休眠・育成
C01449,29,30,57164,4,2,5,5,12,優良
C01450,6,21,38545,2,4,3,2,9,一般
C01451,33,22,41973,1,1,4,2,7,休眠・育成
C01452,10,23,55149,2,3,4,5,12,優良
C01453,8,24,47947,1,4,4,4,12,優良
C01454,8,20,35119,2,4,3,1,8,一般
C01455,31,23,45188,1,1,4,3,8,一般
C01456,17,34,69506,3,2,5,5,12,優良
C01457,55,14,28547,1,1,1,1,3,休眠・育成
C01458,17,18,33202,1,2,2,1,5,休眠・育成
C01459,3,28,58595,2,5,5,5,15,優良
C01460,25,20,33233,1,2,3,1,6,休眠・育成
C01461,2,23,50382,1,5,4,4,13,優良
C01462,1,20,42393,1,5,3,3,11,一般
C01463,70,16,34179,1,1,1,1,3,休眠・育成
C01464,13,19,39556,1,3,2,2,7,休眠・育成
C01465,18,21,47280,1,2,3,3,8,一般
C01466,3,20,47674,2,5,3,4,12,優良
C01467,57,11,26788,1,1,1,1,3,休眠・育成
C01468,30,25,43857,2,1,5,3,9,一般
C01469,25,31,58916,2,2,5,5,12,優良
C01470,6,21,40730,1,4,3,2,9,一般
C01471,8,17,33831,1,4,2,1,7,休眠・育成
C01472,2,23,52185,3,5,4,4,13,優良
C01473,3,27,60358,1,5,5,5,15,優良
C01474,16,21,47716,1,3,3,4,10,一般
C01475,6,18,41137,1,4,2,2,8,一般
C01476,13,20,47584,2,3,3,3,9,一般
C01477,20,21,47372,1,2,3,3,8,一般
C01478,10,20,40425,1,3,3,2,8,一般
C01479,8,23,46848,1,4,4,3,11,一般
C01480,9,21,45352,1,4,3,3,10,一般
C01481,23,29,54809,1,2,5,5,12,優良
C01482,24,12,34300,1,2,1,1,4,休眠・育成
C01483,24,22,54108,1,2,4,4,10,一般
C01484,15,14,26172,1,3,1,1,5,休眠・育成
C01485,8,18,32730,2,4,2,1,7,休眠・育成
C01486,2,24,56317,2,5,4,5,14,優良
C01487,8,15,29418,1,4,1,1,6,休眠・育成
C01488,2,24,47691,1,5,4,4,13,優良
C01489,14,16,23165,1,3,1,1,5,休眠・育成
C01490,4,23,41623,2,4,4,2,10,一般
C01491,14,27,61430,1,3,5,5,13,優良
C01492,14,21,53327,2,3,3,4,10,一般
C01493,39,29,61345,1,1,5,5,11,一般
C01494,5,25,53680,1,4,5,4,13,優良
C01495,7,23,55704,2,4,4,5,13,優良
C01496,5,25,63091,1,4,5,5,14,優良
C01497,6,25,51332,1,4,5,4,13,優良
C01498,4,27,57226,2,4,5,5,14,優良
C01499,3,29,60251,1,5,5,5,15,優良
C01500,43,18,44335,1,1,2,3,6,休眠・育成
C01501,8,23,44972,1,4,4,3,11,一般
C01502,3,29,64548,1,5,5,5,15,優良
C01503,21,23,62921,1,2,4,5,11,一般
C01504,4,22,50319,2,4,4,4,12,優良
C01505,1,33,74362,2,5,5,5,15,優良
C01506,32,17,37524,1,1,2,2,5,休眠・育成
C01507,21,22,46839,1,2,4,3,9,一般
C01508,4,22,50104,2,4,4,4,12,優良
C01509,28,18,39978,2,2,2,2,6,休眠・育成
C01510,23,16,39681,2,2,1,2,5,休眠・育成
C01511,1,21,37475,2,5,3,2,10,一般
C01512,1,26,59298,1,5,5,5,15,優良
C01513,21,15,27982,1,2,1,1,4,休眠・育成
C01514,34,22,51131,1,1,4,4,9,一般
C01515,1,15,29691,1,5,1,1,7,休眠・育成
C01516,2,21,46166,1,5,3,3,11,一般
C01517,12,18,36277,1,3,2,2,7,休眠・育成
C01518,14,19,35629,1,3,2,1,6,休眠・育成
C01519,10,26,52067,2,3,5,4,12,優良
C01520,20,23,46057,1,2,4,3,9,一般
C01521,43,22,51238,1,1,4,4,9,一般
C01522,3,23,36185,2,5,4,2,11,一般
C01523,46,23,44929,1,1,4,3,8,一般
C01524,12,22,52358,1,3,4,4,11,一般
C01525,55,16,38292,1,1,1,2,4,休眠・育成
C01526,7,27,62526,1,4,5,5,14,優良
C01527,15,15,36174,1,3,1,2,6,休眠・育成
C01528,2,21,47820,2,5,3,4,12,優良
C01529,11,23,48574,1,3,4,4,11,一般
C01530,16,22,52697,1,3,4,4,11,一般
C01531,9,25,49167,2,4,5,4,13,優良
C01532,24,18,45555,2,2,2,3,7,休眠・育成
C01533,49,23,46102,2,1,4,3,8,一般
C01534,10,15,42215,1,3,1,2,6,休眠・育成
C01535,2,22,53959,1,5,4,4,13,優良
C01536,6,25,55411,1,4,5,5,14,優良
C01537,56,15,23664,1,1,1,1,3,休眠・育成
C01538,10,28,58352,1,3,5,5,13,優良
C01539,28,19,46405,1,2,2,3,7,休眠・育成
C01540,4,31,73952,2,4,5,5,14,優良
C01541,17,20,42178,1,2,3,2,7,休眠・育成
C01542,44,21,49552,1,1,3,4,8,一般
C01543,5,27,51671,2,4,5,4,13,優良
C01544,14,30,61740,2,3,5,5,13,優良
C01545,46,14,27198,1,1,1,1,3,休眠・育成
C01546,3,22,38116,1,5,4,2,11,一般
C01547,18,18,38189,1,2,2,2,6,休眠・育成
C01548,20,16,27061,1,2,1,1,4,休眠・育成
C01549,4,32,59329,1,4,5,5,14,優良
C01550,38,12,28436,1,1,1,1,3,休眠・育成
C01551,15,27,58953,1,3,5,5,13,優良
C01552,1,28,56077,1,5,5,5,15,優良
C01553,7,25,51039,1,4,5,4,13,優良
C01554,1,23,53252,1,5,4,4,13,優良
C01555,1,19,36644,1,5,2,2,9,一般
C01556,5,21,55940,1,4,3,5,12,優良
C01557,9,21,36240,3,4,3,2,9,一般
C01558,15,24,42673,1,3,4,3,10,一般
C01559,7,24,44886,1,4,4,3,11,一般
C01560,7,22,44561,1,4,4,3,11,一般
C01561,4,23,52480,1,4,4,4,12,優良
C01562,10,22,55245,3,3,4,5,12,優良
C01563,8,31,66085,1,4,5,5,14,優良
C01564,47,20,38115,1,1,3,2,6,休眠・育成
C01565,19,25,61847,1,2,5,5,12,優良
C01566,22,22,43216,1,2,4,3,9,一般
C01567,18,28,68365,1,2,5,5,12,優良
C01568,6,22,47348,2,4,4,3,11,一般
C01569,39,22,55464,2,1,4,5,10,一般
C01570,3,25,52887,1,5,5,4,14,優良
C01571,75,19,39665,1,1,2,2,5,休眠・育成
C01572,5,22,41775,2,4,4,2,10,一般
C01573,18,21,49586,1,2,3,4,9,一般
C01574,7,21,39172,1,4,3,2,9,一般
C01575,4,25,53264,2,4,5,4,13,優良
C01576,5,27,60664,2,4,5,5,14,優良
C01577,27,18,38889,1,2,2,2,6,休眠・育成
C01578,19,24,42188,1,2,4,2,8,一般
C01579,18,23,45055,1,2,4,3,9,一般
C01580,27,15,31764,1,2,1,1,4,休眠・育成
C01581,41,13,26960,1,1,1,1,3,休眠・育成
C01582,9,24,43855,1,4,4,3,11,一般
C01583,11,17,39092,1,3,2,2,7,休眠・育成
C01584,13,25,64727,1,3,5,5,13,優良
C01585,7,22,43082,1,4,4,3,11,一般
C01586,1,18,45029,1,5,2,3,10,一般
C01587,1,22,40173,2,5,4,2,11,一般
C01588,5,19,47003,1,4,2,3,9,一般
C01589,9,17,35790,1,4,2,2,8,一般
C01590,10,22,37878,1,3,4,2,9,一般
C01591,11,18,36742,1,3,2,2,7,休眠・育成
C01592,23,23,56339,1,2,4,5,11,一般
C01593,5,22,51605,1,4,4,4,12,優良
C01594,1,22,43919,1,5,4,3,12,優良
C01595,15,24,50510,1,3,4,4,11,一般
C01596,41,20,46689,2,1,3,3,7,休眠・育成
C01597,56,19,40249,1,1,2,2,5,休眠・育成
C01598,18,16,26279,1,2,1,1,4,休眠・育成
C01599,11,24,46181,1,3,4,3,10,一般
C01600,32,20,33635,3,1,3,1,5,休眠・育成
C01601,22,16,26282,1,2,1,1,4,休眠・育成
C01602,18,26,60112,2,2,5,5,12,優良
C01603,20,21,44735,1,2,3,3,8,一般
C01604,3,21,52984,1,5,3,4,12,優良
C01605,22,15,32146,2,2,1,1,4,休眠・育成
C01606,18,24,47158,1,2,4,3,9,一般
C01607,3,23,49603,1,5,4,4,13,優良
C01608,37,17,30056,1,1,2,1,4,休眠・育成
C01609,75,15,29141,2,1,1,1,3,休眠・育成
C01610,36,19,39991,1,1,2,2,5,休眠・育成
C01611,16,27,48574,2,3,5,4,12,優良
C01612,22,31,78901,1,2,5,5,12,優良
C01613,19,29,56281,1,2,5,5,12,優良
C01614,13,22,50345,2,3,4,4,11,一般
C01615,18,18,45038,1,2,2,3,7,休眠・育成
C01616,23,28,62670,2,2,5,5,12,優良
C01617,7,24,61179,2,4,4,5,13,優良
C01618,4,28,65962,1,4,5,5,14,優良
C01619,7,22,55581,1,4,4,5,13,優良
C01620,53,14,24677,2,1,1,1,3,休眠・育成
C01621,33,15,34421,1,1,1,1,3,休眠・育成
C01622,2,17,38835,1,5,2,2,9,一般
C01623,5,23,45982,1,4,4,3,11,一般
C01624,47,21,51517,2,1,3,4,8,一般
C01625,18,15,29995,1,2,1,1,4,休眠・育成
C01626,3,27,52110,2,5,5,4,14,優良
C01627,7,25,51232,1,4,5,4,13,優良
C01628,34,19,32186,1,1,2,1,4,休眠・育成
C01629,33,28,62745,1,1,5,5,11,一般
C01630,3,21,54986,1,5,3,5,13,優良
C01631,16,21,48286,1,3,3,4,10,一般
C01632,24,21,49859,1,2,3,4,9,一般
C01633,3,15,32527,1,5,1,1,7,休眠・育成
C01634,3,17,34643,2,5,2,1,8,一般
C01635,11,16,40296,1,3,1,2,6,休眠・育成
C01636,3,22,60949,3,5,4,5,14,優良
C01637,32,23,48718,1,1,4,4,9,一般
C01638,4,23,52334,1,4,4,4,12,優良
C01639,10,29,53359,1,3,5,4,12,優良
C01640,40,20,50848,1,1,3,4,8,一般
C01641,98,13,30547,1,1,1,1,3,休眠・育成
C01642,25,17,37347,1,2,2,2,6,休眠・育成
C01643,18,14,30682,1,2,1,1,4,休眠・育成
C01644,15,14,35089,1,3,1,1,5,休眠・育成
C01645,3,25,56467,1,5,5,5,15,優良
C01646,4,23,55865,2,4,4,5,13,優良
