date,channel,ad_spend,impressions,clicks
2026-03-16,検索広告,20846,143444,10585
2026-03-16,SNS広告,15996,117395,5550
2026-03-16,自然検索,0,2258,299
2026-03-16,紹介,0,2547,397
2026-03-17,検索広告,16791,98960,7288
2026-03-17,SNS広告,14461,81781,3900
2026-03-17,自然検索,0,1893,242
2026-03-17,紹介,0,2357,365
2026-03-18,検索広告,17164,108421,7859
2026-03-18,SNS広告,13775,66319,3155
2026-03-18,自然検索,0,1969,228
2026-03-18,紹介,0,2584,426
2026-03-19,検索広告,16822,93510,7007
2026-03-19,SNS広告,20375,122380,5900
2026-03-19,自然検索,0,2498,328
2026-03-19,紹介,0,1854,282
2026-03-20,検索広告,18135,97892,6987
2026-03-20,SNS広告,9817,70475,3332
2026-03-20,自然検索,0,1795,214
2026-03-20,紹介,0,2297,336
2026-03-21,検索広告,17695,117881,8723
2026-03-21,SNS広告,16295,80569,3854
2026-03-21,自然検索,0,2040,271
2026-03-21,紹介,0,3020,440
2026-03-22,検索広告,19199,115135,8596
2026-03-22,SNS広告,14390,83144,3937
2026-03-22,自然検索,0,1966,240
2026-03-22,紹介,0,2472,361
2026-03-23,検索広告,22683,137140,10065
2026-03-23,SNS広告,14194,85208,4068
2026-03-23,自然検索,0,1901,247
2026-03-23,紹介,0,2250,353
2026-03-24,検索広告,18013,130921,9641
2026-03-24,SNS広告,13710,83801,4019
2026-03-24,自然検索,0,2084,298
2026-03-24,紹介,0,1883,270
2026-03-25,検索広告,15586,87255,6419
2026-03-25,SNS広告,12829,58138,2830
2026-03-25,自然検索,0,2281,260
2026-03-25,紹介,0,2718,424
2026-03-26,検索広告,21124,129738,9540
2026-03-26,SNS広告,12960,83088,3962
2026-03-26,自然検索,0,2217,277
2026-03-26,紹介,0,1884,274
2026-03-27,検索広告,19272,140413,10316
2026-03-27,SNS広告,16320,110629,5335
2026-03-27,自然検索,0,2213,297
2026-03-27,紹介,0,2474,391
2026-03-28,検索広告,22717,109547,8185
2026-03-28,SNS広告,15025,99006,4640
2026-03-28,自然検索,0,2612,359
2026-03-28,紹介,0,2549,380
2026-03-29,検索広告,21312,117017,8864
2026-03-29,SNS広告,18174,136231,6737
2026-03-29,自然検索,0,2057,265
2026-03-29,紹介,0,2430,380
2026-03-30,検索広告,18895,134536,10053
2026-03-30,SNS広告,16172,81327,3872
2026-03-30,自然検索,0,1951,238
2026-03-30,紹介,0,2204,360
2026-03-31,検索広告,15882,73793,5464
2026-03-31,SNS広告,13873,63048,3066
2026-03-31,自然検索,0,1754,242
2026-03-31,紹介,0,2260,340
